,Domain,Phylum,Class,Order,Family,Genus
ASV_3220,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Unclassified,Unclassified
ASV_3237,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,MWH-CFBk5,Unclassified
ASV_3301,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fulvivirga
ASV_3310,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Unclassified
ASV_3312,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga
ASV_3320,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Indibacter
ASV_3348,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Unclassified
ASV_3389,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter
ASV_3398,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Unclassified
ASV_3407,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Rudanella
ASV_3446,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Amoebophilus
ASV_3452,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella
ASV_3511,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Rudanella
ASV_3520,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia
ASV_3617,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga
ASV_3627,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fulvivirga
ASV_3648,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Amoebophilus
ASV_3774,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Unclassified
ASV_3792,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Rudanella
ASV_3815,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Unclassified
ASV_3835,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Sporocytophaga
ASV_3875,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Taeseokella
ASV_3886,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Unclassified,Unclassified
ASV_3895,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Unclassified,Unclassified
ASV_3909,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Chryseolinea
ASV_3989,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Unclassified
ASV_3993,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Sporocytophaga
ASV_4098,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marivirga
ASV_4136,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Unclassified
ASV_4156,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Rudanella
ASV_4164,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Unclassified,Unclassified
ASV_4236,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Unclassified,Unclassified
ASV_4268,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Fibrella
ASV_4327,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,nafulsella
ASV_4337,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Amoebophilus
ASV_4404,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Unclassified
ASV_4490,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Unclassified,Unclassified
ASV_4558,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Unclassified
ASV_4591,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fabibacter
ASV_4684,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Unclassified,Unclassified
ASV_4694,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Unclassified,Unclassified
ASV_17,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muriicola
ASV_20,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas
ASV_40,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas
ASV_48,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pibocella
ASV_53,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter
ASV_59,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Unclassified
ASV_77,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter
ASV_88,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Unclassified
ASV_131,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_134,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas
ASV_138,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Unclassified
ASV_147,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter
ASV_149,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella
ASV_159,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella
ASV_160,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Unclassified
ASV_161,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Actibacter
ASV_167,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Eudoraea
ASV_189,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella
ASV_196,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquibacter
ASV_201,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_234,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,Unclassified
ASV_235,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_254,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Unclassified
ASV_264,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Unclassified
ASV_266,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Spongiimicrobium
ASV_310,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pricia
ASV_316,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Cryomorpha
ASV_322,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter
ASV_335,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Arcticiflavibacter
ASV_347,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Unclassified
ASV_349,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_352,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella
ASV_369,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_404,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Unclassified
ASV_409,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Unclassified
ASV_463,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Arcticiflavibacter
ASV_497,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Subsaxibacter
ASV_530,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Actibacter
ASV_562,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gillisia
ASV_598,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Subsaxibacter
ASV_628,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_650,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_652,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Cryomorpha
ASV_662,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_686,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_701,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_705,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Planktosalinus
ASV_714,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Actibacter
ASV_733,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroserpens
ASV_755,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix
ASV_759,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus
ASV_775,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Unclassified
ASV_777,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
ASV_786,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Antarcticibacterium
ASV_913,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Arcticiflavibacter
ASV_922,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Formosa
ASV_952,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Unclassified
ASV_955,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,Unclassified
ASV_974,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquibacter
ASV_989,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Unclassified
ASV_1015,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_1021,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Unclassified
ASV_1027,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter
ASV_1056,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutibacter
ASV_1070,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Unclassified
ASV_1115,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_1140,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_1154,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Owenweeksia
ASV_1160,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_1212,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Unclassified,Unclassified
ASV_1248,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gillisia
ASV_1272,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas
ASV_1277,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_1305,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,Unclassified
ASV_1349,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter
ASV_1367,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Unclassified
ASV_1370,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Subsaxibacter
ASV_1383,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Subsaxibacter
ASV_1385,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
ASV_1412,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Unclassified
ASV_1414,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus
ASV_1418,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter
ASV_1439,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Zeaxanthinibacter
ASV_1444,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus
ASV_1446,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Unclassified
ASV_1462,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Antarcticibacterium
ASV_1538,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_1542,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus
ASV_1553,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella
ASV_1581,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_1605,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_1622,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_1634,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus
ASV_1636,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter
ASV_1657,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Cryomorpha
ASV_1703,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Unclassified
ASV_1710,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
ASV_1741,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Subsaxibacter
ASV_1743,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_1761,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maritimimonas
ASV_1791,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus
ASV_1826,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Actibacter
ASV_1878,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquibacter
ASV_1896,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Unclassified
ASV_1946,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutibacter
ASV_1953,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter
ASV_1960,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gelidibacter
ASV_1978,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus
ASV_1981,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix
ASV_1983,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus
ASV_2043,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter
ASV_2052,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_2060,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix
ASV_2109,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquibacter
ASV_2123,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_2143,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pseudofulvibacter
ASV_2146,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Unclassified
ASV_2166,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_2183,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Unclassified
ASV_2192,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Unclassified
ASV_2208,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_2244,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_2266,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas
ASV_2283,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_2287,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_2305,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pseudofulvibacter
ASV_2308,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Unclassified
ASV_2405,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_2406,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_2457,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_2554,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Cryomorpha
ASV_2558,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muriicola
ASV_2584,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pricia
ASV_2618,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_2627,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_2649,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter
ASV_2712,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter
ASV_2778,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutibacter
ASV_2787,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_2788,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,Unclassified
ASV_2830,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Unclassified
ASV_2838,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Unclassified
ASV_2841,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,Unclassified
ASV_2853,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_2871,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_2905,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lacinutrix
ASV_2907,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter
ASV_2953,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_2987,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas
ASV_3062,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Schleiferiaceae,Schleiferia
ASV_3081,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_3228,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Vitellibacter
ASV_3231,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Cryomorpha
ASV_3276,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Unclassified
ASV_3305,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_3368,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Unclassified
ASV_3404,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_3413,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix
ASV_3450,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Unclassified
ASV_3459,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Unclassified
ASV_3521,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Unclassified
ASV_3525,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Antarcticibacterium
ASV_3635,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pricia
ASV_3655,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Unclassified
ASV_3662,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,Unclassified
ASV_3684,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_3779,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Unclassified,Unclassified
ASV_3785,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_3842,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Unclassified
ASV_3848,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Schleiferiaceae,Schleiferia
ASV_3954,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Salinirepens
ASV_3973,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pibocella
ASV_4088,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix
ASV_4090,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aestuariimonas
ASV_4115,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens
ASV_4269,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Unclassified
ASV_4336,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella
ASV_4373,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix
ASV_4384,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix
ASV_4407,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_4446,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Unclassified
ASV_4481,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Unclassified
ASV_4493,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Unclassified
ASV_4632,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muriicola
ASV_4665,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maritimimonas
ASV_977,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,PHOS-HE36,Unclassified
ASV_2147,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,PHOS-HE36,Unclassified
ASV_2797,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,PHOS-HE36,Unclassified
ASV_3236,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium
ASV_3430,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,SM1H02,Unclassified
ASV_3506,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Unclassified,Unclassified
ASV_3649,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,IheB3-7
ASV_949,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,Unclassified,Unclassified
ASV_2746,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,Unclassified,Unclassified
ASV_3502,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,Unclassified,Unclassified
ASV_4280,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,Unclassified,Unclassified
ASV_4233,Bacteria,Bacteroidota,Kryptonia,Kryptoniales,BSV26,Unclassified
ASV_718,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Unclassified
ASV_740,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Unclassified
ASV_1125,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Rubrivirga
ASV_1522,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Rubrivirga
ASV_1537,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Rubrivirga
ASV_1742,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Rubrivirga
ASV_1832,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Unclassified
ASV_2184,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Unclassified
ASV_2269,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Unclassified
ASV_2689,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Unclassified
ASV_2702,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Unclassified
ASV_2963,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Unclassified
ASV_3034,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Rubrivirga
ASV_3086,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Unclassified
ASV_3415,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Unclassified
ASV_3432,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Unclassified
