,Domain,Phylum,Class,Order,Family,Genus
ASV_3566,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Unclassified,Unclassified
ASV_2444,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Unclassified,Unclassified
ASV_2237,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
ASV_4205,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
ASV_24,Bacteria,Actinobacteriota,Actinobacteria,Euzebyales,Euzebyaceae,Unclassified
ASV_29,Bacteria,Actinobacteriota,Actinobacteria,Euzebyales,Euzebyaceae,Unclassified
ASV_70,Bacteria,Actinobacteriota,Actinobacteria,Euzebyales,Euzebyaceae,Unclassified
ASV_90,Bacteria,Actinobacteriota,Actinobacteria,Euzebyales,Euzebyaceae,Unclassified
ASV_132,Bacteria,Actinobacteriota,Actinobacteria,Euzebyales,Euzebyaceae,Unclassified
ASV_399,Bacteria,Actinobacteriota,Actinobacteria,Euzebyales,Euzebyaceae,Unclassified
ASV_452,Bacteria,Actinobacteriota,Actinobacteria,Euzebyales,Euzebyaceae,Unclassified
ASV_630,Bacteria,Actinobacteriota,Actinobacteria,Euzebyales,Euzebyaceae,Euzebya
ASV_639,Bacteria,Actinobacteriota,Actinobacteria,Euzebyales,Euzebyaceae,Unclassified
ASV_698,Bacteria,Actinobacteriota,Actinobacteria,Euzebyales,Euzebyaceae,Unclassified
ASV_723,Bacteria,Actinobacteriota,Actinobacteria,Euzebyales,Euzebyaceae,Unclassified
ASV_758,Bacteria,Actinobacteriota,Actinobacteria,Euzebyales,Euzebyaceae,Unclassified
ASV_820,Bacteria,Actinobacteriota,Actinobacteria,Euzebyales,Euzebyaceae,Unclassified
ASV_964,Bacteria,Actinobacteriota,Actinobacteria,Euzebyales,Euzebyaceae,Unclassified
ASV_1083,Bacteria,Actinobacteriota,Actinobacteria,Euzebyales,Euzebyaceae,Unclassified
ASV_1296,Bacteria,Actinobacteriota,Actinobacteria,Euzebyales,Euzebyaceae,Unclassified
ASV_1326,Bacteria,Actinobacteriota,Actinobacteria,Euzebyales,Euzebyaceae,Unclassified
ASV_1524,Bacteria,Actinobacteriota,Actinobacteria,Euzebyales,Euzebyaceae,Unclassified
ASV_2072,Bacteria,Actinobacteriota,Actinobacteria,Euzebyales,Euzebyaceae,Unclassified
ASV_2293,Bacteria,Actinobacteriota,Actinobacteria,Euzebyales,Euzebyaceae,Euzebya
ASV_2968,Bacteria,Actinobacteriota,Actinobacteria,Euzebyales,Euzebyaceae,Unclassified
ASV_3643,Bacteria,Actinobacteriota,Actinobacteria,Euzebyales,Euzebyaceae,Euzebya
ASV_14,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Unclassified,Unclassified
ASV_21,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Unclassified,Unclassified
ASV_47,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Unclassified
ASV_102,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Unclassified,Unclassified
ASV_246,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Unclassified
ASV_371,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Unclassified
ASV_389,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Unclassified,Unclassified
ASV_390,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Unclassified,Unclassified
ASV_428,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Unclassified,Unclassified
ASV_464,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Unclassified,Unclassified
ASV_587,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Unclassified,Unclassified
ASV_629,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Unclassified,Unclassified
ASV_684,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Unclassified
ASV_855,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Unclassified,Unclassified
ASV_910,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Unclassified
ASV_980,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Unclassified,Unclassified
ASV_981,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Unclassified,Unclassified
ASV_1025,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Unclassified,Unclassified
ASV_1184,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Unclassified,Unclassified
ASV_1521,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Unclassified
ASV_1612,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Unclassified
ASV_1863,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Unclassified
ASV_2069,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Unclassified,Unclassified
ASV_2099,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Unclassified
ASV_2175,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus
ASV_2523,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Unclassified,Unclassified
ASV_2643,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Sporichthya
ASV_2734,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Unclassified
ASV_3490,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,nakamurellaceae,nakamurella
ASV_178,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV_228,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV_238,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV_305,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV_413,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Unclassified,Unclassified
ASV_460,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV_496,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV_609,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV_691,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV_727,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Unclassified,Unclassified
ASV_831,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV_969,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Unclassified,Unclassified
ASV_1119,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Unclassified,Unclassified
ASV_1195,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Unclassified,Unclassified
ASV_1269,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV_1295,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV_1498,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV_1500,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV_1627,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Unclassified,Unclassified
ASV_1765,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Unclassified,Unclassified
ASV_1939,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Unclassified,Unclassified
ASV_2034,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV_2201,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Unclassified,Unclassified
ASV_2249,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Unclassified,Unclassified
ASV_2251,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Unclassified,Unclassified
ASV_2256,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Unclassified,Unclassified
ASV_2466,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV_2586,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV_2957,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Unclassified,Unclassified
ASV_2964,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Unclassified,Unclassified
ASV_3035,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Unclassified,Unclassified
ASV_3267,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Unclassified,Unclassified
ASV_3422,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV_3698,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV_3711,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Unclassified,Unclassified
ASV_3730,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Unclassified,Unclassified
ASV_3732,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Unclassified,Unclassified
ASV_4429,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Unclassified,Unclassified
ASV_542,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,Unclassified,Unclassified
ASV_1386,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,Unclassified,Unclassified
ASV_2725,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,Unclassified,Unclassified
ASV_3023,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,Unclassified,Unclassified
ASV_3177,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,Unclassified,Unclassified
ASV_296,Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineosporia
ASV_331,Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Quadrisphaera
ASV_481,Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Quadrisphaera
ASV_54,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Ornithinicoccus
ASV_250,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Marisediminicola
ASV_465,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Cryobacterium
ASV_469,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter
ASV_512,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Unclassified
ASV_720,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter
ASV_763,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Oryzihumus
ASV_920,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Unclassified
ASV_1104,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Unclassified
ASV_1282,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Cellulomonadaceae,Actinotalea
ASV_1291,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Pseudarthrobacter
ASV_1532,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Aquipuribacter
ASV_1651,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Ornithinicoccus
ASV_1693,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Aquipuribacter
ASV_1803,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Phycicoccus
ASV_1806,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Marisediminicola
ASV_2214,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Unclassified
ASV_2518,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Unclassified
ASV_3315,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Unclassified
ASV_3723,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria
ASV_23,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
ASV_45,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Unclassified
ASV_49,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
ASV_85,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Unclassified
ASV_184,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Unclassified
ASV_204,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
ASV_242,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group
ASV_267,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter
ASV_269,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter
ASV_279,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Unclassified
ASV_308,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
ASV_438,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Unclassified,Unclassified
ASV_482,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
ASV_524,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
ASV_525,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
ASV_533,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
ASV_548,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
ASV_576,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter
ASV_604,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Unclassified
ASV_615,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
ASV_674,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Unclassified
ASV_677,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
ASV_721,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group
ASV_794,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
ASV_826,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Unclassified
ASV_872,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
ASV_965,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Unclassified
ASV_972,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
ASV_984,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter
ASV_1034,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Unclassified
ASV_1042,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
ASV_1176,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
ASV_1186,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Unclassified,Unclassified
ASV_1196,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter
ASV_1225,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Unclassified
ASV_1275,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Unclassified
ASV_1397,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group
ASV_1458,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Unclassified
ASV_1465,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Unclassified,Unclassified
ASV_1525,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Unclassified
ASV_1528,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Unclassified
ASV_1614,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group
ASV_1646,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group
ASV_1653,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Unclassified
ASV_1682,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Unclassified
ASV_1754,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Unclassified,Unclassified
ASV_1757,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group
ASV_1797,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,IMCC26207
ASV_1809,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Unclassified,Unclassified
ASV_1987,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Unclassified,Unclassified
ASV_2093,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Unclassified,Unclassified
ASV_2171,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Unclassified
ASV_2252,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
ASV_2276,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter
ASV_2480,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Unclassified
ASV_2485,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Unclassified
ASV_2524,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Unclassified,Unclassified
ASV_2547,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group
ASV_2581,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Unclassified,Unclassified
ASV_2614,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group
ASV_2733,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Unclassified
ASV_2823,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group
ASV_2886,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
ASV_2997,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Unclassified,Unclassified
ASV_3051,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Unclassified,Unclassified
ASV_3060,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group
ASV_3080,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
ASV_3085,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Unclassified,Unclassified
ASV_3100,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group
ASV_3162,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29_marine_group
ASV_3208,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group
ASV_3260,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Unclassified,Unclassified
ASV_3381,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Unclassified
ASV_3441,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
ASV_3522,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Unclassified,Unclassified
ASV_3633,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter
ASV_3697,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Unclassified
ASV_3716,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Unclassified
ASV_3765,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Unclassified
ASV_3806,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Unclassified
ASV_3830,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group
ASV_3961,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Candidatus_Microthrix
ASV_4464,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Unclassified
ASV_258,Bacteria,Actinobacteriota,Actinobacteria,Nitriliruptorales,Nitriliruptoraceae,Egicoccus
ASV_724,Bacteria,Actinobacteriota,Actinobacteria,Nitriliruptorales,Nitriliruptoraceae,Unclassified
ASV_1674,Bacteria,Actinobacteriota,Actinobacteria,Nitriliruptorales,Nitriliruptoraceae,Unclassified
ASV_1799,Bacteria,Actinobacteriota,Actinobacteria,Nitriliruptorales,Nitriliruptoraceae,Unclassified
ASV_2476,Bacteria,Actinobacteriota,Actinobacteria,Nitriliruptorales,Nitriliruptoraceae,Unclassified
ASV_2593,Bacteria,Actinobacteriota,Actinobacteria,Nitriliruptorales,Nitriliruptoraceae,Unclassified
ASV_3416,Bacteria,Actinobacteriota,Actinobacteria,Nitriliruptorales,Nitriliruptoraceae,Unclassified
ASV_4415,Bacteria,Actinobacteriota,Actinobacteria,Nitriliruptorales,Nitriliruptoraceae,Unclassified
ASV_42,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola
ASV_82,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Unclassified
ASV_99,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Unclassified
ASV_128,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola
ASV_144,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Unclassified
ASV_150,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Unclassified
ASV_187,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola
ASV_202,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Unclassified
ASV_239,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Kribbella
ASV_271,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_275,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_295,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_300,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Unclassified
ASV_313,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
