,CE1,CE2,CE3,CE4,CE161,CE162,CE163,CE164,CE165,JWM1,JWM2,JWM3,JWM4,NH1,NH2,NH3,NH4,NH5,TV0170,TV0422,TV0426,TV0437
ASV_2809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
ASV_2810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,2
ASV_2811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,2
ASV_2812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8
ASV_2813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
ASV_2814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
ASV_2815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
ASV_2816,3,0,1,2,1,4,4,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0
ASV_2817,1,0,1,2,3,1,1,2,4,0,0,0,0,1,0,1,1,2,0,0,0,0
ASV_2818,5,0,4,2,3,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ASV_2819,1,0,0,2,0,1,0,0,0,0,0,0,0,4,0,3,8,1,0,0,0,0
ASV_2820,1,0,0,0,0,1,0,0,0,1,1,3,13,0,0,0,0,0,0,0,0,0
ASV_2821,3,1,0,2,1,4,2,0,0,0,0,0,0,3,1,0,1,2,0,0,0,0
ASV_2822,2,1,0,1,1,2,2,2,2,0,0,0,0,1,0,0,3,3,0,0,0,0
ASV_2823,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
ASV_2824,1,0,2,4,0,1,0,0,0,0,0,0,0,2,3,1,3,3,0,0,0,0
ASV_2825,3,4,1,2,2,1,1,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0
ASV_2826,3,0,0,2,0,0,0,0,0,0,0,0,1,3,6,4,0,1,0,0,0,0
ASV_2827,1,2,6,1,2,0,2,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0
ASV_2828,2,0,1,2,1,3,0,0,0,0,0,0,0,3,2,4,2,0,0,0,0,0
ASV_2829,1,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,0,3,1,0,0,2
ASV_2830,0,10,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2831,0,1,2,2,8,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ASV_2832,0,2,1,0,0,7,1,5,2,0,0,0,0,1,0,0,1,0,0,0,0,0
ASV_2833,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,7,2,4,0,0,0,0
ASV_2834,0,4,1,8,1,1,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0
ASV_2835,0,2,2,0,1,1,1,2,0,0,0,0,0,0,2,1,5,3,0,0,0,0
ASV_2836,0,3,8,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2837,0,1,0,5,1,1,1,0,0,0,0,0,0,1,1,2,2,5,0,0,0,0
ASV_2838,0,4,4,0,3,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2839,0,1,0,0,0,0,0,7,6,0,0,0,0,1,1,2,0,2,0,0,0,0
ASV_2840,0,1,0,0,1,0,2,0,0,0,0,0,0,1,5,5,4,1,0,0,0,0
ASV_2841,0,3,3,1,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2842,0,1,0,1,3,1,0,1,10,0,0,0,0,0,3,0,0,0,0,0,0,0
ASV_2843,0,1,0,1,2,4,0,0,0,0,0,0,0,0,2,6,2,2,0,0,0,0
ASV_2844,0,0,3,4,2,1,1,0,0,0,0,0,0,1,6,0,0,2,0,0,0,0
ASV_2845,0,0,0,1,2,1,1,0,0,0,0,0,0,2,5,4,0,4,0,0,0,0
ASV_2846,0,0,0,0,0,1,2,0,0,0,0,0,0,7,4,2,2,2,0,0,0,0
ASV_2847,0,0,0,1,0,2,0,0,0,0,0,0,0,3,5,2,1,6,0,0,0,0
ASV_2848,0,0,1,0,0,1,1,0,1,0,0,0,0,2,3,3,5,2,0,0,0,0
ASV_2849,0,0,0,0,0,1,0,0,0,0,0,0,0,7,5,2,1,4,0,0,0,0
ASV_2850,0,0,0,0,0,0,0,1,0,0,3,14,0,0,1,1,0,0,0,0,0,0
ASV_2851,0,0,0,1,0,0,0,0,0,5,3,3,4,1,1,1,0,0,0,0,0,0
ASV_2852,0,0,0,0,0,0,0,0,0,4,5,7,4,0,0,0,0,0,0,0,0,0
ASV_2853,0,0,0,0,0,0,0,0,0,6,2,8,2,0,0,0,0,0,0,0,0,0
ASV_2854,0,0,0,0,0,0,0,0,0,5,0,12,1,0,0,0,0,0,0,0,0,0
ASV_2855,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0,0,1,0,0
ASV_2856,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
ASV_2857,0,0,0,0,0,0,0,0,0,1,3,12,4,0,0,0,0,0,0,0,0,0
ASV_2858,0,0,0,0,0,0,0,0,0,7,8,2,2,0,0,0,0,0,0,0,0,0
ASV_2859,0,0,0,0,0,0,0,0,0,1,7,0,5,0,0,0,0,0,0,0,0,0
ASV_2860,0,0,0,0,0,0,0,0,0,1,7,8,4,0,0,0,0,0,0,0,0,0
ASV_2861,0,0,0,0,0,0,0,0,0,8,2,2,5,0,0,0,0,0,0,0,0,0
ASV_2862,0,0,0,0,0,0,0,0,0,4,10,4,2,0,0,0,0,0,0,0,0,0
ASV_2863,0,0,0,0,0,0,0,0,0,2,9,5,4,0,0,0,0,0,0,0,0,0
ASV_2864,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,1,0,8,0
ASV_2865,0,0,0,0,0,0,0,0,0,1,4,1,3,0,0,0,0,0,0,0,0,2
ASV_2866,0,0,0,0,0,0,0,0,0,2,4,8,2,0,0,0,0,0,0,0,0,0
ASV_2867,0,0,0,0,0,0,0,0,0,5,2,0,1,0,0,0,0,0,0,0,2,0
ASV_2868,0,0,0,0,0,0,0,0,0,3,0,3,2,0,0,0,0,0,0,1,0,8
ASV_2869,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,1,0
ASV_2870,0,0,0,0,0,0,0,0,0,3,3,8,1,0,0,0,0,0,0,0,0,2
ASV_2871,0,0,0,0,0,0,0,0,0,0,7,8,5,0,0,0,0,0,0,0,0,0
ASV_2872,0,0,0,0,0,0,0,0,0,0,7,12,1,0,0,0,0,0,0,0,0,0
ASV_2873,0,0,0,0,0,0,0,0,0,0,7,10,3,0,0,0,0,0,0,0,0,0
ASV_2874,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0
ASV_2875,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,8,0,0,0,0
ASV_2876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
ASV_2877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,0,0,0,4
ASV_2878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,1,0,0,0,0
ASV_2879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,0
ASV_2880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ASV_2882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
ASV_2886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0
ASV_2888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,1
ASV_2889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
ASV_2890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5
ASV_2891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
ASV_2892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ASV_2893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
ASV_2894,1,0,0,2,0,0,1,0,0,0,0,0,0,3,1,3,3,5,0,0,0,0
ASV_2895,1,2,0,2,5,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2896,1,1,1,0,4,8,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0
ASV_2897,1,1,0,1,2,2,7,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ASV_2898,5,5,1,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2899,1,4,3,0,1,1,1,0,2,0,0,0,0,2,0,0,2,1,0,0,0,1
ASV_2900,3,0,3,4,0,0,0,0,0,0,0,0,0,1,0,2,1,5,0,0,0,0
ASV_2901,1,1,0,1,1,0,1,0,0,0,0,0,0,1,3,1,6,3,0,0,0,0
ASV_2902,1,2,2,0,2,0,1,4,3,0,0,0,0,0,2,0,1,1,0,0,0,0
ASV_2903,2,8,0,1,2,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
ASV_2904,3,0,2,4,1,1,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
ASV_2905,1,0,0,14,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ASV_2906,1,2,4,3,1,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
ASV_2907,1,0,3,8,0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0
ASV_2908,2,3,1,3,0,2,0,0,0,0,0,0,0,3,2,1,1,1,0,0,0,0
ASV_2909,1,1,2,0,1,5,2,1,0,0,0,0,0,0,0,4,1,1,0,0,0,0
ASV_2910,6,1,1,3,0,1,0,0,0,0,0,0,0,1,3,0,2,1,0,0,0,0
ASV_2911,3,4,2,3,0,3,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
ASV_2912,5,3,5,1,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
ASV_2913,1,4,1,0,1,3,0,3,3,0,0,0,0,1,2,0,0,0,0,0,0,0
ASV_2914,3,6,3,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
ASV_2915,0,14,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2916,0,7,2,1,0,5,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
ASV_2917,0,1,2,2,2,1,1,0,1,0,0,0,0,0,4,0,3,2,0,0,0,0
ASV_2918,0,1,0,0,0,0,0,2,1,0,0,0,0,3,2,3,4,3,0,0,0,0
ASV_2919,0,1,0,0,0,0,0,0,0,5,3,3,5,0,0,0,0,1,0,0,0,0
ASV_2920,0,3,0,0,2,2,0,2,6,0,3,0,0,0,1,0,0,0,0,0,0,0
ASV_2921,0,1,1,0,3,3,0,0,1,0,0,0,0,3,2,1,0,4,0,0,0,0
ASV_2922,0,2,0,0,2,1,1,4,6,0,0,0,0,2,0,1,0,0,0,0,0,0
ASV_2923,0,2,1,1,0,0,0,0,0,0,0,0,0,4,4,6,1,0,0,0,0,0
ASV_2924,0,0,3,1,1,0,1,2,0,0,0,0,0,1,1,0,7,2,0,0,0,0
ASV_2925,0,0,0,1,1,4,1,2,0,0,0,0,0,5,2,1,1,1,0,0,0,0
ASV_2926,0,0,1,9,2,0,1,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0
ASV_2927,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,8,2,1,0,0,0,0
ASV_2928,0,0,2,1,0,1,3,0,0,0,0,0,0,1,4,1,3,3,0,0,0,0
ASV_2929,0,0,1,0,0,0,2,0,3,0,5,1,7,0,0,0,0,0,0,0,0,0
ASV_2930,0,0,0,0,0,0,0,8,8,0,0,0,0,1,1,0,1,0,0,0,0,0
ASV_2931,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,6,2,5,0,0,0,0
ASV_2932,0,0,0,5,0,0,0,0,2,0,0,0,0,0,1,2,5,4,0,0,0,0
ASV_2933,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,10,2,0,0,0,0
ASV_2934,0,0,0,1,0,0,0,0,0,6,5,3,4,0,0,0,0,0,0,0,0,0
ASV_2935,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,1,3,9,0,0,0,0
ASV_2936,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,1,7,2,0,0,0,0
ASV_2937,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2938,0,0,0,0,0,0,0,0,0,6,0,4,6,0,0,0,0,0,0,0,0,0
ASV_2939,0,0,0,0,0,0,0,0,0,9,4,2,0,0,0,0,0,0,0,0,1,0
ASV_2940,0,0,0,0,0,0,0,0,0,3,14,0,1,0,0,0,0,0,1,0,0,0
ASV_2941,0,0,0,0,0,0,0,0,0,1,0,2,5,0,0,0,0,0,0,0,0,0
ASV_2942,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1,2
ASV_2943,0,0,0,0,0,0,0,0,0,2,3,4,1,0,0,0,0,0,0,0,0,0
ASV_2944,0,0,0,0,0,0,0,0,0,2,7,4,6,0,0,0,0,0,0,0,0,0
ASV_2945,0,0,0,0,0,0,0,0,0,3,8,1,0,0,0,0,0,0,0,0,0,0
ASV_2946,0,0,0,0,0,0,0,0,0,4,3,4,8,0,0,0,0,0,0,0,0,0
ASV_2947,0,0,0,0,0,0,0,0,0,2,3,8,6,0,0,0,0,0,0,0,0,0
ASV_2948,0,0,0,0,0,0,0,0,0,2,9,6,2,0,0,0,0,0,0,0,0,0
ASV_2949,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0
ASV_2950,0,0,0,0,0,0,0,0,0,1,5,3,5,0,0,0,0,0,0,0,0,0
ASV_2951,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,9,1,0
ASV_2952,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,1,0
ASV_2953,0,0,0,0,0,0,0,0,0,0,2,5,4,0,0,0,0,0,0,0,0,0
ASV_2954,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,16
ASV_2955,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
ASV_2956,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
ASV_2957,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,16
ASV_2958,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
ASV_2959,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,4,0,0,0,0
ASV_2960,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,6,6,0,0,0,0
ASV_2961,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,1,9,0,0,0,0
ASV_2962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,8,5,0,0,0,0
ASV_2963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,5,0,0,0,0
ASV_2964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
ASV_2965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5
ASV_2967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1
ASV_2968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13
ASV_2969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
ASV_2970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ASV_2971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6
ASV_2972,1,3,1,0,5,2,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0
ASV_2973,2,2,4,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2974,2,5,1,1,1,0,2,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0
ASV_2975,1,1,0,0,8,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2976,4,0,3,3,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ASV_2977,2,0,0,2,0,1,1,0,1,0,0,0,0,2,1,2,2,4,0,0,0,0
ASV_2978,2,3,3,4,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ASV_2979,1,0,0,8,3,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
ASV_2980,3,2,6,1,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2981,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3,1,8,2,0,0,0,0
ASV_2982,3,1,1,2,1,0,2,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0
ASV_2983,4,2,2,0,1,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ASV_2984,3,0,2,1,1,1,1,1,0,0,0,0,0,0,0,4,1,3,0,0,0,0
ASV_2985,4,0,0,1,2,0,0,0,0,0,0,0,0,0,3,2,3,3,0,0,0,0
ASV_2986,2,4,3,1,2,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
ASV_2987,3,1,1,0,2,2,1,1,2,0,0,0,0,0,2,2,1,0,0,0,0,0
ASV_2988,2,3,3,2,3,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
ASV_2989,0,1,0,0,4,0,1,0,0,0,0,0,0,3,1,2,2,4,0,0,0,0
ASV_2990,0,7,0,3,0,2,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0
ASV_2991,0,1,0,0,0,0,0,8,7,0,0,0,0,0,0,1,0,1,0,0,0,0
ASV_2992,0,1,1,2,0,0,0,0,0,0,1,0,0,0,3,0,4,6,0,0,0,0
ASV_2993,0,0,0,6,1,0,1,0,1,0,0,0,0,0,2,2,3,2,0,0,0,0
ASV_2994,0,0,0,2,4,0,6,0,0,0,0,0,0,2,0,1,1,2,0,0,0,0
ASV_2995,0,0,0,3,1,0,3,0,1,0,0,0,0,0,0,1,5,4,0,0,0,0
ASV_2996,0,0,1,7,2,1,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0
ASV_2997,0,0,2,0,1,1,0,6,0,0,0,0,0,0,2,2,1,3,0,0,0,0
ASV_2998,0,0,0,4,0,0,1,0,0,0,0,0,0,1,4,1,3,4,0,0,0,0
ASV_2999,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,5,2,6,0,0,0,0
ASV_3000,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,4,3,7,0,0,0,0
ASV_3001,0,0,0,0,0,0,0,0,0,1,6,7,4,0,0,0,0,0,0,0,0,0
ASV_3002,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,11,0
ASV_3003,0,0,0,0,0,0,0,0,0,5,1,8,0,0,0,0,0,0,0,0,1,0
ASV_3004,0,0,0,0,0,0,0,0,0,2,2,1,3,0,0,0,0,0,0,0,0,0
ASV_3005,0,0,0,0,0,0,0,0,0,2,6,6,4,0,0,0,0,0,0,0,0,0
ASV_3006,0,0,0,0,0,0,0,0,0,1,6,3,3,0,0,0,0,0,0,0,0,2
ASV_3007,0,0,0,0,0,0,0,0,0,2,1,10,5,0,0,0,0,0,0,0,0,0
ASV_3008,0,0,0,0,0,0,0,0,0,1,8,5,2,0,1,0,0,0,0,0,1,0
ASV_3009,0,0,0,0,0,0,0,0,0,4,1,2,1,0,0,0,0,0,0,0,2,0
ASV_3010,0,0,0,0,0,0,0,0,0,6,2,4,5,0,0,0,1,0,0,0,0,0
ASV_3011,0,0,0,0,0,0,0,0,0,4,9,3,2,0,0,0,0,0,0,0,0,0
ASV_3012,0,0,0,0,0,0,0,0,0,4,3,2,3,0,0,0,0,0,0,0,0,5
ASV_3013,0,0,0,0,0,0,0,0,0,5,4,0,0,1,0,0,0,0,0,0,0,0
ASV_3014,0,0,0,0,0,0,0,0,0,1,1,8,3,0,0,0,0,0,0,0,0,0
ASV_3015,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,11
ASV_3016,0,0,0,0,0,0,0,0,0,13,4,1,0,0,0,0,0,0,0,0,0,0
ASV_3017,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,11
ASV_3018,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,12,0
ASV_3019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13,2
ASV_3020,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,7,3
ASV_3021,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
ASV_3022,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12
ASV_3023,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ASV_3024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0
ASV_3025,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,10,2,0,0,0,0
ASV_3026,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,9,1,2,0,0,0,0
ASV_3027,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,2,1,0,0,0,0
ASV_3028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,0,0,0,0
ASV_3029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
ASV_3030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ASV_3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ASV_3033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2
ASV_3034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10
ASV_3036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15
ASV_3037,2,1,0,4,0,3,0,0,1,0,0,0,0,1,0,2,2,1,0,0,0,0
ASV_3038,2,2,0,3,6,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
ASV_3039,1,2,1,1,3,1,0,0,1,0,0,0,0,0,2,2,2,1,0,0,0,0
ASV_3040,3,1,2,4,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0
ASV_3041,1,0,1,2,0,0,0,0,0,0,0,0,0,0,7,1,2,3,0,0,0,0
ASV_3042,3,3,0,2,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3043,1,1,0,2,3,2,2,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0
ASV_3044,2,2,2,0,0,0,2,1,0,0,0,0,0,2,0,1,4,1,0,0,0,0
ASV_3045,1,4,1,1,1,0,0,0,0,0,0,0,0,0,3,1,4,1,0,0,0,0
ASV_3046,1,1,1,3,2,0,0,0,0,0,0,0,0,1,4,0,0,4,0,0,0,0
ASV_3047,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,6,0,0,0,0
ASV_3048,0,3,1,3,0,1,1,0,1,0,0,0,0,1,3,1,1,1,0,0,0,0
ASV_3049,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3
ASV_3050,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,2,3,4,0,0,0,0
ASV_3051,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,5,2,3,0,0,0,0
ASV_3052,0,1,0,4,2,2,1,0,0,0,0,0,0,2,0,1,0,4,0,0,0,0
ASV_3053,0,1,1,1,0,0,0,0,1,0,0,0,0,2,3,4,3,1,0,0,0,0
ASV_3054,0,3,1,4,0,1,0,0,0,0,0,0,0,0,1,2,2,3,0,0,0,0
ASV_3055,0,0,0,0,3,1,2,3,2,0,0,0,0,1,1,1,3,0,0,0,0,0
ASV_3056,0,0,0,2,1,1,2,0,0,0,0,0,0,1,1,4,2,3,0,0,0,0
ASV_3057,0,0,2,1,3,1,0,1,3,0,0,0,0,0,2,3,1,0,0,0,0,0
ASV_3058,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0
ASV_3059,0,0,0,0,1,3,0,0,0,0,0,0,0,3,4,0,4,2,0,0,0,0
ASV_3060,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,3,7,1,0,0,0,0
ASV_3061,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,5,2,4,0,0,0,0
ASV_3062,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,2,3,0,0,0,0,0
ASV_3063,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,2,1,5,0,0,0,0
ASV_3064,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,1,4,5,0,0,0,0
ASV_3065,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,0,6,2,0,0,0,0
ASV_3066,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,6,4,2,0,0,0,0
ASV_3067,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3068,0,0,0,0,0,0,0,1,0,5,3,3,0,0,0,0,0,0,1,0,1,0
ASV_3069,0,0,1,4,0,0,0,0,0,0,0,0,0,3,3,2,0,2,0,0,1,1
ASV_3070,0,0,1,1,0,0,0,0,0,0,0,0,0,2,3,2,7,1,0,0,0,0
ASV_3071,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,8,3,2,0,0,0,0
ASV_3072,0,0,0,0,0,0,0,0,0,6,4,2,5,0,0,0,0,0,0,0,0,0
ASV_3073,0,0,0,0,0,0,0,0,0,2,0,9,4,0,0,0,0,0,2,0,0,0
ASV_3074,0,0,0,0,0,0,0,0,0,4,3,5,2,0,0,0,0,0,0,0,0,0
ASV_3075,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0
ASV_3076,0,0,0,0,0,0,0,0,0,4,5,3,4,0,0,0,0,0,0,0,0,1
ASV_3077,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,8,0,0,0
ASV_3078,0,0,0,0,0,0,0,0,0,3,4,5,0,0,2,1,0,0,0,0,0,0
ASV_3079,0,0,0,0,0,0,0,0,0,2,4,6,3,0,0,0,0,0,0,0,0,0
ASV_3080,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,8,0
