,CE1,CE2,CE3,CE4,CE161,CE162,CE163,CE164,CE165,JWM1,JWM2,JWM3,JWM4,NH1,NH2,NH3,NH4,NH5,TV0170,TV0422,TV0426,TV0437
ASV_2537,2,5,2,2,1,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2538,3,0,1,0,0,0,0,0,0,0,0,0,0,6,3,4,8,0,0,0,0,0
ASV_2539,3,2,2,3,1,5,3,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0
ASV_2540,3,5,0,5,1,4,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0
ASV_2541,1,1,0,0,2,2,5,0,0,0,0,0,0,0,2,3,2,7,0,0,0,0
ASV_2542,2,1,0,2,1,2,4,0,0,0,0,0,0,2,2,6,2,1,0,0,0,0
ASV_2543,1,2,0,0,0,2,1,0,2,0,0,0,0,4,1,5,4,2,0,0,0,0
ASV_2544,1,1,1,1,0,3,2,0,0,0,0,0,0,1,6,3,2,4,0,0,0,0
ASV_2545,1,2,6,1,3,2,0,3,5,0,0,0,0,0,0,0,2,0,0,0,0,0
ASV_2546,1,2,8,2,3,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ASV_2547,2,1,0,5,0,0,0,0,0,0,0,0,0,0,4,4,3,2,3,0,0,0
ASV_2548,0,1,0,0,0,3,0,0,0,0,0,0,0,2,4,3,3,9,0,0,0,0
ASV_2549,0,1,2,1,0,1,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2550,0,2,0,0,0,0,0,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2551,0,3,2,1,0,1,5,0,0,0,0,0,0,6,2,2,2,1,0,0,0,0
ASV_2552,0,2,7,1,1,3,5,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0
ASV_2553,0,5,0,0,0,1,0,4,10,0,0,0,0,0,3,2,0,0,0,0,0,0
ASV_2554,0,1,5,8,1,3,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV_2555,0,1,1,8,4,2,0,1,0,0,0,0,0,0,4,0,2,2,0,0,0,0
ASV_2556,0,1,0,0,1,0,2,0,1,0,0,0,0,4,8,1,5,2,0,0,0,0
ASV_2557,0,0,0,1,1,0,0,0,0,0,0,0,0,4,5,4,3,7,0,0,0,0
ASV_2558,0,0,1,0,5,4,3,3,6,0,0,0,0,1,0,1,1,0,0,0,0,0
ASV_2559,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,9,4,5,0,0,0,0
ASV_2560,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2561,0,0,0,0,0,0,1,0,0,0,0,2,0,2,2,12,4,2,0,0,0,0
ASV_2562,0,0,0,0,0,0,0,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2563,0,0,0,0,0,0,0,0,1,2,5,3,4,3,0,0,5,2,0,0,0,0
ASV_2564,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,2,8,9,0,0,0,0
ASV_2565,0,0,0,0,0,0,0,0,0,8,4,6,7,0,0,0,0,0,0,0,0,0
ASV_2566,0,0,0,0,0,0,0,0,0,11,7,4,2,0,0,0,0,0,0,0,1,0
ASV_2567,0,0,0,0,0,0,0,0,0,15,1,1,6,0,0,0,0,0,0,0,0,0
ASV_2568,0,0,0,0,0,0,0,0,0,9,5,8,2,0,0,0,0,0,0,0,0,0
ASV_2569,0,0,0,0,0,0,0,0,0,9,4,4,8,0,0,0,0,0,0,0,0,0
ASV_2570,0,0,0,0,0,0,0,0,0,1,2,8,10,0,0,0,0,0,0,0,1,0
ASV_2571,0,0,0,0,0,0,0,0,0,4,10,8,3,0,0,0,0,0,0,0,0,0
ASV_2572,0,0,0,0,0,0,0,0,0,10,4,3,5,0,0,0,0,0,1,0,1,1
ASV_2573,0,0,0,0,0,0,0,0,0,1,5,4,0,0,0,0,0,0,2,0,2,0
ASV_2574,0,0,0,0,0,0,0,0,0,3,7,6,6,0,0,0,0,0,0,0,3,0
ASV_2575,0,0,0,0,0,0,0,0,0,5,4,3,9,0,0,0,0,0,0,0,0,0
ASV_2576,0,0,0,0,0,0,0,0,0,5,8,1,1,0,0,0,0,0,0,0,0,0
ASV_2577,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0,0,0,0,0,0,0
ASV_2578,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,18,0,0,0
ASV_2579,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,4,3
ASV_2580,0,0,0,0,0,0,0,0,0,0,3,2,11,0,0,0,0,0,7,0,0,2
ASV_2581,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,18
ASV_2582,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,3,13
ASV_2583,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ASV_2584,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ASV_2585,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,5
ASV_2586,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,0
ASV_2587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14
ASV_2588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
ASV_2589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,3
ASV_2591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10
ASV_2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,1
ASV_2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0
ASV_2594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
ASV_2595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ASV_2596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
ASV_2597,7,2,1,7,3,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
ASV_2598,1,0,1,2,0,2,1,0,0,0,0,0,0,4,4,2,3,4,0,0,0,0
ASV_2599,1,2,1,4,0,2,2,0,0,0,0,0,0,3,4,1,2,2,0,0,0,0
ASV_2600,2,0,4,1,0,0,1,0,0,0,0,0,0,4,2,3,3,4,0,0,0,0
ASV_2601,5,1,1,1,0,0,2,0,1,0,0,0,0,1,0,0,9,3,0,0,0,0
ASV_2602,2,0,0,1,0,1,1,3,0,0,0,0,0,2,1,5,6,1,0,0,0,0
ASV_2603,1,0,1,2,1,0,1,0,0,0,0,0,0,5,3,4,2,4,0,0,0,0
ASV_2604,2,1,3,2,0,0,0,0,0,0,0,0,0,0,1,6,3,6,0,0,0,0
ASV_2605,1,0,1,4,1,2,0,0,0,0,0,0,0,0,2,0,7,6,0,0,0,0
ASV_2606,1,1,4,4,0,4,1,0,1,0,0,0,0,0,2,2,3,1,0,0,0,0
ASV_2607,3,0,0,10,0,2,3,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0
ASV_2608,1,5,3,0,4,0,1,2,7,0,0,0,0,1,0,0,0,0,0,0,0,0
ASV_2609,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,2,4,9,0,0,0,1
ASV_2610,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20
ASV_2611,0,4,5,5,4,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0
ASV_2612,0,2,2,2,1,1,2,0,0,0,0,0,0,4,2,1,4,3,0,0,0,0
ASV_2613,0,0,0,0,1,1,1,0,0,0,5,5,2,1,0,0,2,1,0,0,0,0
ASV_2614,0,0,0,1,1,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0
ASV_2615,0,0,7,2,2,3,1,1,3,0,0,0,0,0,0,2,2,1,0,0,0,0
ASV_2616,0,0,0,0,0,1,1,0,0,10,4,1,7,0,0,0,0,0,0,0,0,0
ASV_2617,0,0,0,0,0,1,1,0,0,0,0,0,0,2,10,1,7,2,0,0,0,0
ASV_2618,0,0,0,0,0,1,0,0,0,5,1,15,2,0,0,0,0,0,0,0,0,0
ASV_2619,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,2,5,11,0,0,0,0
ASV_2620,0,0,1,0,0,1,0,0,0,0,0,0,0,1,4,8,2,7,0,0,0,0
ASV_2621,0,0,0,0,0,1,0,0,0,0,0,0,0,6,11,0,5,1,0,0,0,0
ASV_2622,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6,3,5,4,0,0,0,0
ASV_2623,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,5,7,5,0,0,0,0
ASV_2624,0,0,0,1,0,0,0,0,0,0,0,0,0,5,4,3,8,3,0,0,0,0
ASV_2625,0,0,0,0,0,0,0,0,0,7,2,11,4,0,0,0,0,0,0,0,0,0
ASV_2626,0,0,0,0,0,0,0,0,0,3,4,4,1,0,0,0,0,0,0,0,3,3
ASV_2627,0,0,0,0,0,0,0,0,0,9,5,7,3,0,0,0,0,0,0,0,0,0
ASV_2628,0,0,0,0,0,0,0,0,0,3,12,4,4,0,0,0,0,0,0,0,0,0
ASV_2629,0,0,0,0,0,0,0,0,0,6,4,6,4,0,0,0,0,1,0,0,0,0
ASV_2630,0,0,0,0,0,0,0,0,0,13,6,1,4,0,0,0,0,0,0,0,0,0
ASV_2631,0,0,0,0,0,0,0,0,0,3,1,1,6,0,0,0,0,0,0,0,2,9
ASV_2632,0,0,0,0,0,0,0,0,0,0,3,18,2,0,0,0,0,0,0,0,0,0
ASV_2633,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,1,1,3
ASV_2634,0,0,0,0,0,0,0,0,0,0,1,22,1,0,0,0,0,0,0,0,0,0
ASV_2635,0,0,0,0,0,0,0,0,0,0,5,8,4,0,0,0,0,0,0,0,0,0
ASV_2636,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,4
ASV_2637,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22
ASV_2638,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,3
ASV_2639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
ASV_2640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,5
ASV_2642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14
ASV_2643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19
ASV_2644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
ASV_2645,2,1,3,2,1,0,1,0,0,0,0,0,0,0,5,2,3,3,0,0,0,0
ASV_2646,6,0,2,6,1,4,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
ASV_2647,1,1,0,3,0,2,0,4,4,0,0,0,0,1,2,2,2,1,0,0,0,0
ASV_2648,5,0,0,3,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2649,1,0,0,6,0,0,2,0,1,0,0,0,0,0,2,4,1,6,0,0,0,0
ASV_2650,2,3,1,1,4,4,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0
ASV_2651,1,9,2,0,2,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2652,1,1,0,1,1,1,1,0,0,0,0,0,0,6,4,2,3,2,0,0,0,0
ASV_2653,2,1,2,6,1,1,2,0,0,0,0,0,0,1,3,0,1,3,0,0,0,0
ASV_2654,1,2,1,1,0,1,4,3,0,0,0,0,0,4,3,0,2,0,0,0,0,0
ASV_2655,1,1,5,5,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2656,1,1,0,0,0,0,0,0,0,1,13,0,0,0,0,0,1,3,0,0,0,0
ASV_2657,0,8,1,1,0,1,0,2,7,0,0,0,0,0,0,1,2,0,0,0,0,0
ASV_2658,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2659,0,0,0,0,0,1,3,0,0,0,0,0,0,4,4,2,6,3,0,0,0,0
ASV_2660,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14,4,0,3,0,0,0,0
ASV_2661,0,0,0,0,0,0,1,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2662,0,0,0,0,0,0,0,1,0,5,8,9,0,0,0,0,0,0,0,0,0,0
ASV_2663,0,0,0,0,0,0,0,1,19,0,0,0,0,2,1,0,0,0,0,0,0,0
ASV_2664,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,7,7,5,0,0,0,0
ASV_2665,0,0,0,1,0,0,0,0,0,0,0,0,0,4,5,6,4,3,0,0,0,0
ASV_2666,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5,3,6,5,0,0,0,0
ASV_2667,0,0,0,0,0,0,0,0,0,1,19,0,1,0,0,0,0,0,1,0,1,0
ASV_2668,0,0,0,0,0,0,0,0,0,7,14,2,0,0,0,0,0,0,0,0,0,0
ASV_2669,0,0,0,0,0,0,0,0,0,3,12,2,5,0,0,0,0,0,0,0,1,0
ASV_2670,0,0,0,0,0,0,0,0,0,9,10,2,2,0,0,0,0,0,0,0,0,0
ASV_2671,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,11,1
ASV_2672,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,8
ASV_2673,0,0,0,0,0,0,0,0,0,1,2,6,3,0,0,0,0,0,0,0,6,3
ASV_2674,0,0,0,0,0,0,0,0,0,2,4,3,3,0,0,0,0,0,0,0,4,4
ASV_2675,0,0,0,0,0,0,0,0,0,0,5,12,1,0,0,0,0,0,0,0,0,0
ASV_2676,0,0,0,0,0,0,0,0,0,0,8,1,2,0,0,0,0,0,0,0,0,0
ASV_2677,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0
ASV_2678,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
ASV_2679,0,0,0,0,0,0,0,0,0,0,10,3,4,0,0,0,0,0,0,0,0,3
ASV_2680,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,3,4
ASV_2681,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7
ASV_2682,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0
ASV_2683,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,21,0
ASV_2684,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,11
ASV_2685,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,4,6,0,0,0,0
ASV_2686,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,5,4,0,0,0,0
ASV_2687,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,1,10,0,0,0,0
ASV_2688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,9
ASV_2689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
ASV_2691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,5,0
ASV_2693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
ASV_2694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
ASV_2695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10
ASV_2696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3
ASV_2697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
ASV_2698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
ASV_2699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
ASV_2700,1,1,0,5,0,0,1,0,0,0,0,0,0,1,3,4,5,1,0,0,0,0
ASV_2701,5,2,4,2,0,0,2,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0
ASV_2702,1,0,2,0,0,0,0,0,0,0,0,0,0,4,3,3,4,5,0,0,0,0
ASV_2703,3,5,2,2,1,1,1,0,0,0,0,0,0,1,1,0,3,2,0,0,0,0
ASV_2704,6,2,2,3,2,1,2,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0
ASV_2705,1,2,0,0,0,2,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2706,3,0,1,1,0,1,1,0,0,0,0,0,0,3,1,3,4,4,0,0,0,0
ASV_2707,1,8,1,2,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2708,1,2,8,2,2,3,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0
ASV_2709,3,0,1,3,0,2,1,0,0,0,0,0,1,4,3,1,2,1,0,0,0,0
ASV_2710,1,0,10,2,0,1,0,0,1,0,0,0,0,1,4,0,0,2,0,0,0,0
ASV_2711,0,9,0,0,2,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2712,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,14,0,0,0,0
ASV_2713,0,1,2,3,0,0,0,0,0,0,0,0,0,2,1,2,8,3,0,0,0,0
ASV_2714,0,1,0,2,2,2,0,0,0,0,0,0,0,1,8,3,2,1,0,0,0,0
ASV_2715,0,0,0,3,1,0,2,0,0,0,0,0,0,0,1,4,4,7,0,0,0,0
ASV_2716,0,0,0,0,1,1,0,0,0,8,3,3,3,0,0,0,0,0,0,0,0,0
ASV_2717,0,0,1,2,0,2,0,0,0,0,0,0,0,1,3,5,0,8,0,0,0,0
ASV_2718,0,0,2,4,0,2,0,0,1,0,0,0,0,4,1,2,4,2,0,0,0,0
ASV_2719,0,0,1,0,0,0,2,5,4,0,0,0,0,2,0,0,5,3,0,0,0,0
ASV_2720,0,0,0,1,0,0,1,0,0,0,0,0,0,2,5,5,3,5,0,0,0,0
ASV_2721,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,9,9,0,0,0,0
ASV_2722,0,0,0,2,0,0,0,0,0,0,0,0,0,2,7,2,9,0,0,0,0,0
ASV_2723,0,0,0,0,0,0,0,0,0,12,0,9,1,0,0,0,0,0,0,0,0,0
ASV_2724,0,0,0,0,0,0,0,0,0,8,6,4,0,0,4,0,0,0,0,0,0,0
ASV_2725,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,1,3
ASV_2726,0,0,0,0,0,0,0,0,0,11,4,0,3,0,0,0,0,0,0,0,1,0
ASV_2727,0,0,0,0,0,0,0,0,0,8,2,2,10,0,0,0,0,0,0,0,0,0
ASV_2728,0,0,0,0,0,0,0,0,0,1,8,8,1,0,0,0,0,0,0,0,2,0
ASV_2729,0,0,0,0,0,0,0,0,0,6,7,7,2,0,0,0,0,0,0,0,0,0
ASV_2730,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,9
ASV_2731,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,6,11,0,0,0,0
ASV_2732,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ASV_2733,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0
ASV_2734,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19
ASV_2735,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,11,0
ASV_2736,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
ASV_2737,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,3,13,0,0,0,0
ASV_2738,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16
ASV_2739,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,9,5,0,0,0,0
ASV_2740,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,9,0,0,0,0
ASV_2741,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,8,3,0,0,0,0,0
ASV_2742,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,6,4,0,0,0,0
ASV_2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
ASV_2744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4
ASV_2745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
ASV_2746,1,9,0,1,1,1,2,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0
ASV_2747,1,0,0,0,1,1,0,0,0,0,0,0,0,3,3,8,2,2,0,0,0,0
ASV_2748,5,1,1,2,1,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2749,1,0,2,4,0,2,0,0,0,0,0,0,0,4,4,1,1,1,0,0,0,1
ASV_2750,4,1,2,7,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
ASV_2751,1,0,1,0,1,0,0,0,0,0,0,0,0,3,3,2,5,4,0,0,0,0
ASV_2752,1,1,4,1,3,2,4,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0
ASV_2753,1,1,4,0,2,2,2,4,2,0,0,0,0,0,1,0,1,1,0,0,0,0
ASV_2754,1,0,0,2,0,0,0,0,0,0,0,0,0,6,2,4,2,4,0,0,0,0
ASV_2755,1,1,0,3,1,2,0,1,1,0,0,0,0,1,1,4,1,4,0,0,0,0
ASV_2756,10,3,0,2,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
ASV_2757,1,3,0,1,2,3,3,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0
ASV_2758,2,0,3,2,1,2,5,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0
ASV_2759,2,4,2,2,0,5,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ASV_2760,1,3,0,3,1,0,2,0,0,0,0,0,0,1,4,0,2,4,0,0,0,0
ASV_2761,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3,2,6,6,0,0,0,0
ASV_2762,1,0,0,5,0,2,0,0,0,0,0,0,0,1,4,1,5,2,0,0,0,0
ASV_2763,3,0,6,3,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ASV_2764,2,0,3,4,2,2,1,0,0,0,0,0,0,1,3,0,2,1,0,0,0,0
ASV_2765,5,0,1,0,0,0,8,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0
ASV_2766,0,2,0,0,0,0,0,0,0,0,0,0,0,4,5,0,6,4,0,0,0,0
ASV_2767,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,5,3,7,0,0,0,0
ASV_2768,0,4,1,9,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
ASV_2769,0,3,2,4,0,2,2,1,0,0,0,0,0,1,2,2,1,1,0,0,0,0
ASV_2770,0,2,1,4,2,1,3,2,0,0,0,0,0,0,0,1,3,2,0,0,0,0
ASV_2771,0,0,7,0,2,4,3,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0
ASV_2772,0,0,0,0,1,2,3,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2773,0,0,0,1,2,0,2,0,0,0,0,1,2,0,0,5,4,4,0,0,0,0
ASV_2774,0,0,1,0,2,0,0,2,1,0,0,0,0,3,0,4,4,4,0,0,0,0
ASV_2775,0,0,0,1,0,1,0,0,0,3,0,0,2,0,1,1,0,0,0,0,1,6
ASV_2776,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,4,9,1,0,0,0,0
ASV_2777,0,0,1,0,0,1,1,0,0,0,0,0,0,4,3,2,6,3,0,0,0,0
ASV_2778,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,3,3,9,0,0,0,0
ASV_2779,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2780,0,0,0,0,0,0,0,1,15,0,0,0,0,2,1,0,0,1,0,0,0,1
ASV_2781,0,0,0,0,0,0,0,1,5,0,0,0,0,7,0,4,1,3,0,0,0,0
ASV_2782,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,8,8,1,0,0,0,0
ASV_2783,0,0,1,0,0,0,0,0,0,4,3,7,3,0,0,0,1,2,0,0,0,0
ASV_2784,0,0,0,2,0,0,0,0,0,0,0,0,0,3,6,2,1,7,0,0,0,0
ASV_2785,0,0,0,0,0,0,0,0,0,2,3,11,5,0,0,0,0,0,0,0,0,0
ASV_2786,0,0,0,0,0,0,0,0,0,4,9,4,4,0,0,0,0,0,0,0,0,0
ASV_2787,0,0,0,0,0,0,0,0,0,7,5,1,6,0,0,0,1,0,0,0,0,0
ASV_2788,0,0,0,0,0,0,0,0,0,1,13,4,3,0,0,0,0,0,0,0,0,0
ASV_2789,0,0,0,0,0,0,0,0,0,6,5,8,2,0,0,0,0,0,0,0,0,0
ASV_2790,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,7
ASV_2791,0,0,0,0,0,0,0,0,0,9,5,6,1,0,0,0,0,0,0,0,0,0
ASV_2792,0,0,0,0,0,0,0,0,0,4,2,3,2,0,0,0,0,0,0,0,0,0
ASV_2793,0,0,0,0,0,0,0,0,0,8,8,0,3,0,0,0,0,0,0,0,0,0
ASV_2794,0,0,0,0,0,0,0,0,0,1,4,11,2,0,0,0,0,0,0,0,1,2
ASV_2795,0,0,0,0,0,0,0,0,0,5,7,4,5,0,0,0,0,0,0,0,0,0
ASV_2796,0,0,0,0,0,0,0,0,0,5,6,5,4,0,0,0,0,1,0,0,0,0
ASV_2797,0,0,0,0,0,0,0,0,0,0,3,7,11,0,0,0,0,0,0,0,0,0
ASV_2798,0,0,0,0,0,0,0,0,0,0,3,13,1,0,0,0,0,0,0,0,0,1
ASV_2799,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,2
ASV_2800,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,13
ASV_2801,0,0,0,0,0,0,0,0,0,0,10,4,3,0,0,0,0,0,0,0,0,0
ASV_2802,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2
ASV_2803,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
ASV_2804,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,2,0,0,0
ASV_2805,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ASV_2806,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
ASV_2807,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ASV_2808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
