,CE1,CE2,CE3,CE4,CE161,CE162,CE163,CE164,CE165,JWM1,JWM2,JWM3,JWM4,NH1,NH2,NH3,NH4,NH5
ASV_1955,0,1,0,4,0,3,0,0,1,0,0,1,1,0,2,1,1,2
ASV_1956,0,1,9,0,0,0,3,0,0,0,0,0,0,0,1,1,2,0
ASV_1957,0,1,4,1,0,2,0,0,6,0,0,0,0,0,0,2,1,0
ASV_1958,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,2,3,4
ASV_1959,0,0,0,0,1,0,2,0,0,0,0,0,0,2,5,1,2,4
ASV_1960,0,0,0,2,1,1,2,0,0,0,0,0,0,1,1,4,2,3
ASV_1961,0,0,0,0,1,3,0,0,0,0,0,0,0,3,4,0,4,2
ASV_1962,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,1,4,5
ASV_1963,0,0,0,0,0,0,2,1,1,0,1,0,0,0,1,3,3,5
ASV_1964,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0
ASV_1965,0,0,0,0,0,0,0,0,1,2,3,5,5,0,0,0,1,0
ASV_1966,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,8,3,2
ASV_1967,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,5,6
ASV_1968,0,0,0,0,0,0,0,0,0,6,4,2,5,0,0,0,0,0
ASV_1969,0,0,0,0,0,0,0,0,0,3,4,5,3,1,1,0,0,0
ASV_1970,0,0,0,0,0,0,0,0,0,10,4,0,2,0,0,1,0,0
ASV_1971,0,0,0,0,0,0,0,0,0,1,6,6,4,0,0,0,0,0
ASV_1972,0,0,0,0,0,0,0,0,0,1,1,0,13,2,0,0,0,0
ASV_1973,0,0,0,0,0,0,0,0,0,8,7,0,2,0,0,0,0,0
ASV_1974,0,0,0,0,0,0,0,0,0,4,9,2,2,0,0,0,0,0
ASV_1975,0,0,0,0,0,0,0,0,0,15,0,1,1,0,0,0,0,0
ASV_1976,0,0,0,0,0,0,0,0,0,4,2,5,6,0,0,0,0,0
ASV_1977,0,0,0,0,0,0,0,0,0,8,3,4,2,0,0,0,0,0
ASV_1978,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
ASV_1979,0,0,0,0,0,0,0,0,0,0,10,3,4,0,0,0,0,0
ASV_1980,0,0,0,0,0,0,0,0,0,0,6,10,1,0,0,0,0,0
ASV_1981,0,0,0,0,0,0,0,0,0,0,6,6,5,0,0,0,0,0
ASV_1982,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,0,0
ASV_1983,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0
ASV_1984,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,5
ASV_1985,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,4,1
ASV_1986,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,1,5
ASV_1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,6,3
ASV_1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,5
ASV_1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,7
ASV_1990,1,4,0,0,2,2,3,4,0,0,0,0,0,0,0,0,0,0
ASV_1991,1,0,1,2,1,1,1,1,1,0,0,0,0,1,0,5,1,0
ASV_1992,5,0,0,5,0,2,0,0,1,0,0,0,0,0,0,1,0,2
ASV_1993,2,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,1,3
ASV_1994,2,1,2,8,0,2,1,0,0,0,0,0,0,0,0,0,0,0
ASV_1995,5,0,4,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1996,2,6,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ASV_1997,1,2,0,1,5,3,0,0,0,0,0,1,0,0,0,1,1,1
ASV_1998,2,1,0,1,1,2,0,0,0,0,0,0,0,1,3,1,1,3
ASV_1999,2,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,4,3
ASV_2001,1,0,0,1,0,0,0,0,0,0,1,1,1,1,4,5,0,1
ASV_2002,1,0,1,0,1,0,0,5,6,0,0,0,0,0,0,1,0,1
ASV_2003,3,0,2,2,1,0,1,1,1,0,0,0,0,0,2,1,0,2
ASV_2004,2,2,2,3,0,2,2,0,0,0,0,0,0,0,1,2,0,0
ASV_2005,1,0,0,7,0,1,1,0,0,0,0,0,0,0,1,0,2,3
ASV_2006,1,0,0,3,1,1,0,0,0,0,0,0,0,0,1,3,6,0
ASV_2007,1,4,4,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0
ASV_2008,1,3,1,2,1,0,0,0,5,0,0,0,0,1,0,1,1,0
ASV_2009,3,0,6,3,1,0,2,0,0,0,0,0,0,0,1,0,0,0
ASV_2010,1,0,1,0,1,1,0,0,0,3,3,3,2,0,1,0,0,0
ASV_2011,2,1,2,0,1,1,4,2,1,0,0,0,1,0,1,0,0,0
ASV_2012,4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,2,2,3
ASV_2013,4,0,1,0,0,0,4,0,0,0,0,0,0,0,2,5,0,0
ASV_2014,0,1,0,0,2,0,3,4,6,0,0,0,0,0,0,0,0,0
ASV_2015,0,1,1,0,0,0,0,1,9,0,0,0,3,0,1,0,0,0
ASV_2016,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,5,2,3
ASV_2017,0,1,2,2,0,1,1,0,2,0,0,0,0,2,0,2,0,3
ASV_2018,0,0,0,0,1,1,8,5,1,0,0,0,0,0,0,0,0,0
ASV_2019,0,0,1,0,1,2,0,2,8,0,0,0,0,1,1,0,0,0
ASV_2020,0,0,7,3,4,1,0,0,0,0,0,0,0,0,0,0,1,0
ASV_2021,0,0,0,3,0,1,1,0,0,0,0,0,0,1,3,2,4,1
ASV_2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,3,2
ASV_2023,0,0,0,2,0,2,1,0,1,0,0,0,0,1,2,1,3,3
ASV_2024,0,0,1,0,0,0,2,0,3,8,0,1,0,0,0,0,1,0
ASV_2025,0,0,0,0,0,0,0,1,0,2,5,6,2,0,0,0,0,0
ASV_2026,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,4,2,4
ASV_2027,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,2,3,6
ASV_2028,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,3,7,2
ASV_2029,0,0,0,0,0,0,0,0,0,9,1,2,4,0,0,0,0,0
ASV_2030,0,0,0,0,0,0,0,0,0,1,6,5,4,0,0,0,0,0
ASV_2031,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0
ASV_2032,0,0,0,0,0,0,0,0,0,7,8,0,1,0,0,0,0,0
ASV_2033,0,0,0,0,0,0,0,0,0,4,4,5,3,0,0,0,0,0
ASV_2034,0,0,0,0,0,0,0,0,0,9,5,2,0,0,0,0,0,0
ASV_2035,0,0,0,0,0,0,0,0,0,2,4,6,4,0,0,0,0,0
ASV_2036,0,0,0,0,0,0,0,0,0,3,2,11,0,0,0,0,0,0
ASV_2037,0,0,0,0,0,0,0,0,0,3,6,1,6,0,0,0,0,0
ASV_2038,0,0,0,0,0,0,0,0,0,3,1,6,6,0,0,0,0,0
ASV_2039,0,0,0,0,0,0,0,0,0,6,6,4,0,0,0,0,0,0
ASV_2040,0,0,0,0,0,0,0,0,0,3,4,7,2,0,0,0,0,0
ASV_2041,0,0,0,0,0,0,0,0,0,1,4,6,5,0,0,0,0,0
ASV_2042,0,0,0,0,0,0,0,0,0,2,4,8,2,0,0,0,0,0
ASV_2043,0,0,0,0,0,0,0,0,0,4,7,4,1,0,0,0,0,0
ASV_2044,0,0,0,0,0,0,0,0,0,2,5,4,5,0,0,0,0,0
ASV_2045,0,0,0,0,0,0,0,0,0,14,1,0,1,0,0,0,0,0
ASV_2046,0,0,0,0,0,0,0,0,0,5,3,1,7,0,0,0,0,0
ASV_2047,0,0,0,0,0,0,0,0,0,2,1,6,7,0,0,0,0,0
ASV_2048,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,2,3
ASV_2049,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,1,2
ASV_2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5
ASV_2051,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,8,3
ASV_2052,3,2,0,1,0,0,0,1,0,0,0,0,0,1,2,2,3,0
ASV_2053,3,0,1,2,0,0,0,0,0,0,0,0,0,1,6,0,1,1
ASV_2054,1,0,1,2,0,1,0,0,0,0,0,0,0,1,4,1,4,0
ASV_2055,3,3,1,0,4,2,1,0,1,0,0,0,0,0,0,0,0,0
ASV_2056,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,3,5
ASV_2057,1,0,0,0,0,0,0,0,0,0,10,3,0,0,1,0,0,0
ASV_2058,5,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,1,2
ASV_2059,1,2,1,1,0,3,3,0,1,1,0,0,0,0,1,0,1,0
ASV_2060,2,0,1,0,1,2,1,1,2,0,0,0,0,0,2,2,1,0
ASV_2061,0,1,0,0,0,0,1,1,0,0,0,0,0,3,1,3,1,4
ASV_2062,0,1,0,0,0,3,0,0,0,0,0,0,0,0,2,0,4,5
ASV_2063,0,1,4,0,0,0,2,0,1,0,0,0,0,0,1,0,1,5
ASV_2064,0,1,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0
ASV_2065,0,4,0,0,0,0,0,2,6,0,0,0,0,2,1,0,0,0
ASV_2066,0,2,1,0,1,0,4,2,5,0,0,0,0,0,0,0,0,0
ASV_2067,0,4,2,0,2,3,1,0,3,0,0,0,0,0,0,0,0,0
ASV_2068,0,1,0,0,0,2,0,1,0,0,0,0,0,3,2,1,2,3
ASV_2069,0,1,3,2,0,2,3,1,0,0,0,0,0,0,0,1,2,0
ASV_2070,0,0,0,0,1,1,0,2,11,0,0,0,0,0,0,0,0,0
ASV_2071,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,4,4,1
ASV_2072,0,0,0,0,1,0,1,0,2,0,2,2,0,0,0,0,5,2
ASV_2073,0,0,1,1,0,1,6,0,0,0,0,0,0,2,1,3,0,0
ASV_2074,0,0,0,1,0,2,0,1,1,0,0,0,0,3,1,0,2,4
ASV_2075,0,0,0,0,0,0,1,2,0,2,2,2,6,0,0,0,0,0
ASV_2076,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,5,2,3
ASV_2077,0,0,0,0,0,0,0,1,6,0,0,0,0,6,2,0,0,0
ASV_2078,0,0,1,4,0,0,0,0,0,0,0,0,0,3,3,2,0,2
ASV_2079,0,0,2,1,0,0,0,0,0,0,0,0,0,3,2,0,0,7
ASV_2080,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,5,1
ASV_2081,0,0,0,0,0,0,0,0,0,3,4,5,3,0,0,0,0,0
ASV_2082,0,0,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0
ASV_2083,0,0,0,0,0,0,0,0,0,7,2,3,3,0,0,0,0,0
ASV_2084,0,0,0,0,0,0,0,0,0,2,0,9,4,0,0,0,0,0
ASV_2085,0,0,0,0,0,0,0,0,0,6,5,0,4,0,0,0,0,0
ASV_2086,0,0,0,0,0,0,0,0,0,5,2,3,5,0,0,0,0,0
ASV_2087,0,0,0,0,0,0,0,0,0,3,2,0,10,0,0,0,0,0
ASV_2088,0,0,0,0,0,0,0,0,0,5,5,3,1,0,1,0,0,0
ASV_2089,0,0,0,0,0,0,0,0,0,1,5,8,1,0,0,0,0,0
ASV_2090,0,0,0,0,0,0,0,0,0,3,4,5,0,0,2,1,0,0
ASV_2091,0,0,0,0,0,0,0,0,0,1,7,3,4,0,0,0,0,0
ASV_2092,0,0,0,0,0,0,0,0,0,6,5,3,1,0,0,0,0,0
ASV_2093,0,0,0,0,0,0,0,0,0,4,3,5,2,0,0,0,1,0
ASV_2094,0,0,0,0,0,0,0,0,0,5,8,1,1,0,0,0,0,0
ASV_2095,0,0,0,0,0,0,0,0,0,11,1,2,1,0,0,0,0,0
ASV_2096,0,0,0,0,0,0,0,0,0,0,7,4,4,0,0,0,0,0
ASV_2097,0,0,0,0,0,0,0,0,0,0,5,9,1,0,0,0,0,0
ASV_2098,0,0,0,0,0,0,0,0,0,0,5,2,8,0,0,0,0,0
ASV_2099,0,0,0,0,0,0,0,0,0,0,7,7,1,0,0,0,0,0
ASV_2100,0,0,0,0,0,0,0,0,0,0,6,2,1,2,0,0,1,3
ASV_2101,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,4,3,1
ASV_2102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,1,4
ASV_2103,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,5
ASV_2104,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,2,0,3
ASV_2105,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,7
ASV_2106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,0
ASV_2107,2,0,0,0,1,2,1,0,0,0,0,0,0,1,2,0,2,3
ASV_2108,2,1,2,5,1,0,0,0,2,0,0,0,0,0,0,0,1,0
ASV_2109,1,0,2,0,3,3,2,3,0,0,0,0,0,0,0,0,0,0
ASV_2110,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,1
ASV_2111,1,1,3,1,0,0,1,0,0,0,0,0,0,0,1,2,1,3
ASV_2112,1,0,0,5,1,1,0,0,0,0,0,0,0,1,1,3,1,0
ASV_2113,1,0,1,3,4,0,2,0,0,0,0,0,0,0,1,1,1,0
ASV_2114,2,2,4,0,0,2,2,0,0,0,0,0,1,0,0,0,1,0
ASV_2115,2,3,0,3,0,2,0,2,1,0,0,0,0,1,0,0,0,0
ASV_2116,1,4,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV_2117,1,1,2,0,1,1,1,6,1,0,0,0,0,0,0,0,0,0
ASV_2118,1,1,1,4,1,1,0,0,0,0,0,0,0,2,0,1,0,2
ASV_2119,0,6,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ASV_2120,0,1,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,6
ASV_2121,0,2,0,1,0,0,0,1,0,0,0,0,0,3,1,4,1,1
ASV_2122,0,2,1,3,0,0,1,1,0,1,0,0,0,0,4,0,1,0
ASV_2123,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2124,0,2,0,0,1,0,1,2,1,0,0,0,0,2,2,1,0,2
ASV_2125,0,1,0,0,1,0,0,3,7,0,0,0,0,0,1,0,0,1
ASV_2126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0
ASV_2127,0,2,1,1,0,1,1,1,0,0,0,0,0,0,3,1,1,2
ASV_2128,0,1,2,3,1,0,0,0,0,0,0,0,0,2,1,2,1,1
ASV_2129,0,1,3,0,0,2,1,0,3,0,0,0,0,0,1,1,0,2
ASV_2130,0,4,0,1,5,0,0,1,3,0,0,0,0,0,0,0,0,0
ASV_2131,0,2,3,0,1,1,0,0,4,0,1,0,0,0,1,0,1,0
ASV_2132,0,1,0,1,0,2,4,0,0,0,0,0,0,1,0,0,1,4
ASV_2133,0,3,3,0,1,0,1,0,1,0,0,0,0,1,0,1,2,1
ASV_2134,0,0,2,4,1,2,2,2,1,0,0,0,0,0,0,0,0,0
ASV_2135,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2136,0,0,1,0,1,0,0,2,5,0,0,0,0,0,3,1,1,0
ASV_2137,0,0,0,0,1,1,0,0,1,0,6,0,0,1,0,0,0,4
ASV_2138,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,3,3,3
ASV_2139,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,1,3,5
ASV_2140,0,0,1,1,1,1,3,0,0,0,0,0,0,0,3,0,2,2
ASV_2141,0,0,5,0,3,2,3,0,1,0,0,0,0,0,0,0,0,0
ASV_2142,0,0,0,1,2,3,0,0,0,0,0,0,0,0,3,0,1,4
ASV_2143,0,0,1,1,2,0,0,0,0,0,0,0,0,0,4,4,2,0
ASV_2144,0,0,1,0,0,5,0,5,3,0,0,0,0,0,0,0,0,0
ASV_2145,0,0,0,0,0,2,1,1,2,0,0,0,0,2,6,0,0,0
ASV_2146,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,1,4,4
ASV_2147,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,8,1
ASV_2148,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,1,7
ASV_2149,0,0,1,0,0,0,1,0,0,0,0,0,0,4,1,5,1,1
ASV_2150,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,2,2,2
ASV_2151,0,0,0,0,0,0,0,0,0,4,4,5,1,0,0,0,0,0
ASV_2152,0,0,0,0,0,0,0,0,0,1,9,4,0,0,0,0,0,0
ASV_2153,0,0,0,0,0,0,0,0,0,4,3,5,2,0,0,0,0,0
ASV_2154,0,0,0,0,0,0,0,0,0,1,7,1,5,0,0,0,0,0
ASV_2155,0,0,0,0,0,0,0,0,0,5,1,8,0,0,0,0,0,0
ASV_2156,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
ASV_2157,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0
ASV_2158,0,0,0,0,0,0,0,0,0,6,4,1,3,0,0,0,0,0
ASV_2159,0,0,0,0,0,0,0,0,0,3,2,4,5,0,0,0,0,0
ASV_2160,0,0,0,0,0,0,0,0,0,4,1,5,4,0,0,0,0,0
ASV_2161,0,0,0,0,0,0,0,0,0,1,6,4,3,0,0,0,0,0
ASV_2162,0,0,0,0,0,0,0,0,0,3,6,3,2,0,0,0,0,0
ASV_2163,0,0,0,0,0,0,0,0,0,2,0,7,5,0,0,0,0,0
ASV_2164,0,0,0,0,0,0,0,0,0,2,3,8,1,0,0,0,0,0
ASV_2165,0,0,0,0,0,0,0,0,0,1,12,0,1,0,0,0,0,0
ASV_2166,0,0,0,0,0,0,0,0,0,7,3,2,2,0,0,0,0,0
ASV_2167,0,0,0,0,0,0,0,0,0,2,4,1,7,0,0,0,0,0
ASV_2168,0,0,0,0,0,0,0,0,0,3,5,4,2,0,0,0,0,0
ASV_2169,0,0,0,0,0,0,0,0,0,6,5,2,1,0,0,0,0,0
ASV_2170,0,0,0,0,0,0,0,0,0,1,8,3,2,0,0,0,0,0
ASV_2171,0,0,0,0,0,0,0,0,0,6,4,3,1,0,0,0,0,0
ASV_2172,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0
ASV_2173,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
ASV_2174,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,0,0,0
ASV_2175,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,0,0,0
ASV_2176,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,1,2,1
ASV_2177,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,3,2
ASV_2178,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,2
ASV_2179,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,4,2
ASV_2180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,4
ASV_2181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,3
ASV_2182,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8
ASV_2183,1,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,2
ASV_2184,1,0,4,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0
ASV_2185,1,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,4,2
ASV_2186,3,1,2,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
ASV_2187,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,3,2
ASV_2188,2,1,0,0,0,2,0,0,0,0,0,0,0,2,0,1,1,4
ASV_2189,1,1,2,0,1,0,0,0,0,0,0,0,0,2,3,1,1,1
ASV_2190,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0
ASV_2191,2,0,1,3,1,3,0,0,0,0,0,0,0,0,0,1,2,0
ASV_2192,3,1,0,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0
ASV_2193,1,0,0,2,1,0,1,0,1,0,0,0,0,0,4,1,1,1
ASV_2194,4,1,0,1,3,0,1,3,0,0,0,0,0,0,0,0,0,0
ASV_2195,0,5,3,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0
ASV_2196,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,4
ASV_2197,0,3,2,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2
ASV_2198,0,1,0,0,0,0,0,0,0,4,1,1,5,0,1,0,0,0
ASV_2199,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,1,3,3
ASV_2200,0,3,0,0,0,0,0,3,4,0,0,0,0,1,1,0,1,0
ASV_2201,0,3,0,0,0,1,3,1,0,0,0,0,0,2,2,1,0,0
ASV_2202,0,2,2,1,0,3,2,0,0,0,0,0,0,0,1,1,0,1
ASV_2203,0,1,0,0,0,0,0,2,8,0,0,0,0,1,0,1,0,0
ASV_2204,0,1,0,1,0,0,0,2,0,1,0,0,0,4,4,0,0,0
ASV_2205,0,2,1,3,2,2,0,1,0,0,0,0,0,0,2,0,0,0
ASV_2206,0,3,2,2,0,1,0,0,0,0,1,2,0,1,0,0,0,1
ASV_2207,0,0,5,0,1,1,3,1,0,0,0,0,0,1,0,0,1,0
ASV_2208,0,0,0,3,2,1,1,0,0,0,0,0,0,3,1,0,1,1
ASV_2209,0,0,0,7,2,1,3,0,0,0,0,0,0,0,0,0,0,0
ASV_2210,0,0,0,1,2,2,5,1,2,0,0,0,0,0,0,0,0,0
ASV_2211,0,0,0,1,0,2,0,0,3,0,0,0,0,2,3,1,1,0
ASV_2212,0,0,2,3,0,1,0,0,0,0,0,0,0,0,2,1,0,4
ASV_2213,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,5,4
ASV_2214,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,2,3,2
ASV_2215,0,0,0,1,0,0,1,0,0,0,0,0,0,4,4,1,2,0
ASV_2216,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3,2,3
ASV_2217,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,3,3
ASV_2218,0,0,3,0,0,0,0,0,0,0,0,0,0,2,2,4,1,1
ASV_2219,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,5,3
ASV_2220,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,3,2
ASV_2221,0,0,0,0,0,0,0,0,0,1,6,3,3,0,0,0,0,0
ASV_2222,0,0,0,0,0,0,0,0,0,7,1,3,2,0,0,0,0,0
ASV_2223,0,0,0,0,0,0,0,0,0,1,10,2,0,0,0,0,0,0
ASV_2224,0,0,0,0,0,0,0,0,0,3,5,3,2,0,0,0,0,0
ASV_2225,0,0,0,0,0,0,0,0,0,4,1,4,4,0,0,0,0,0
ASV_2226,0,0,0,0,0,0,0,0,0,1,5,4,3,0,0,0,0,0
ASV_2227,0,0,0,0,0,0,0,0,0,4,2,6,1,0,0,0,0,0
ASV_2228,0,0,0,0,0,0,0,0,0,6,2,0,5,0,0,0,0,0
ASV_2229,0,0,0,0,0,0,0,0,0,3,6,1,3,0,0,0,0,0
ASV_2230,0,0,0,0,0,0,0,0,0,5,3,2,3,0,0,0,0,0
ASV_2231,0,0,0,0,0,0,0,0,0,3,4,5,1,0,0,0,0,0
ASV_2232,0,0,0,0,0,0,0,0,0,1,6,3,3,0,0,0,0,0
ASV_2233,0,0,0,0,0,0,0,0,0,4,1,2,6,0,0,0,0,0
ASV_2234,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,0,0
ASV_2235,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,0,0,0
ASV_2236,0,0,0,0,0,0,0,0,0,2,0,8,3,0,0,0,0,0
ASV_2237,0,0,0,0,0,0,0,0,0,2,1,1,9,0,0,0,0,0
ASV_2238,0,0,0,0,0,0,0,0,0,3,4,5,1,0,0,0,0,0
ASV_2239,0,0,0,0,0,0,0,0,0,3,3,1,6,0,0,0,0,0
ASV_2240,0,0,0,0,0,0,0,0,0,1,1,8,3,0,0,0,0,0
ASV_2241,0,0,0,0,0,0,0,0,0,4,1,5,3,0,0,0,0,0
ASV_2242,0,0,0,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0
ASV_2243,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,0,0
ASV_2244,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0
ASV_2245,0,0,0,0,0,0,0,0,0,0,2,6,5,0,0,0,0,0
ASV_2246,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,7,1
ASV_2247,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11
ASV_2248,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,2,1
ASV_2249,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,4
ASV_2250,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,4,0
ASV_2251,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,1,2
ASV_2252,2,1,0,0,0,4,3,2,0,0,0,0,0,0,0,0,0,0
ASV_2253,1,7,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
ASV_2254,1,0,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0
ASV_2255,1,0,6,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0
ASV_2256,2,0,2,4,1,2,0,0,0,0,0,0,0,0,0,1,0,0
ASV_2257,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,5,2
ASV_2258,1,0,3,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV_2259,2,2,1,2,1,0,1,1,2,0,0,0,0,0,0,0,0,0
ASV_2260,1,1,0,0,1,2,2,2,3,0,0,0,0,0,0,0,0,0
ASV_2261,1,0,3,3,0,2,0,1,0,0,0,2,0,0,0,0,0,0
ASV_2262,3,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1
ASV_2263,1,1,5,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0
ASV_2264,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
ASV_2265,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,5
ASV_2266,1,2,2,1,2,1,0,1,1,0,0,0,0,1,0,0,0,0
ASV_2267,2,0,1,1,0,1,3,0,0,0,0,0,0,1,1,0,0,2
ASV_2268,5,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV_2269,0,2,0,0,2,1,1,0,6,0,0,0,0,0,0,0,0,0
ASV_2270,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
ASV_2271,0,2,0,0,0,1,2,0,0,0,0,0,0,2,5,0,0,0
ASV_2272,0,5,1,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0
ASV_2273,0,2,1,0,2,1,0,1,5,0,0,0,0,0,0,0,0,0
ASV_2274,0,1,1,0,1,6,2,0,1,0,0,0,0,0,0,0,0,0
ASV_2275,0,1,1,2,0,1,0,0,0,0,0,0,0,0,1,2,4,0
ASV_2276,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,3
ASV_2277,0,1,0,1,1,1,3,0,0,0,0,0,0,2,0,2,0,1
