,Kingdom,Phylum,Class,Order,Family,Genus,,,,,
ASV_240,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,,,
ASV_2423,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,,,,,
ASV_2547,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,,,,,
ASV_2605,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingoaurantiacus,,,,,
ASV_2790,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,,,,
ASV_2889,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,,,,,
ASV_321,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,,,
ASV_405,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,,,
ASV_425,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,,,,
ASV_458,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,,,,,
ASV_502,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055,,,,,
ASV_520,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,,,,,
ASV_56,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,,,,,
ASV_627,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,,,,
ASV_653,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhapis,,,,,
ASV_657,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,,,,,
ASV_745,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055,,,,,
ASV_771,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Polymorphobacter,,,,,
ASV_886,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,,,,
ASV_902,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Qipengyuania,,,,,
ASV_917,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,,,
ASV_995,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,,,,,
ASV_2211,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2,,,,,
ASV_2677,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2,,,,,
ASV_2888,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2,,,,,
ASV_289,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2,,,,,
ASV_3014,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta,,,,,
ASV_3230,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,NA,,,,,
ASV_48,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2,,,,,
ASV_2838,Bacteria,Verrucomicrobiota,Lentisphaeria,SS1-B-02-17,NA,NA,,,,,
ASV_795,Bacteria,Proteobacteria,Gammaproteobacteria,SS1-B-07-19,NA,NA,,,,,
ASV_118,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,,,,
ASV_1181,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,,,,
ASV_133,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,,,,
ASV_15,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,,,,
ASV_1602,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,NA,,,,,
ASV_1603,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,,,,
ASV_18,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,,,,
ASV_180,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,,,,
ASV_197,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,,,,
ASV_207,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,,,,
ASV_213,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,,,,
ASV_257,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,,,,
ASV_279,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,,,,
ASV_298,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,,,,
ASV_30,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,,,,
ASV_324,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,,,,
ASV_343,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,,,,
ASV_380,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,,,,
ASV_386,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,,,,
ASV_414,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,,,,
ASV_503,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,,,,
ASV_510,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,,,,
ASV_550,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,,,,
ASV_557,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,,,,
ASV_617,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,,,,
ASV_618,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,,,,
ASV_63,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,,,,
ASV_659,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,,,,
ASV_833,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,,,,
ASV_85,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,,,,
ASV_945,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,,,,,
ASV_1436,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,NA,NA,,,,,
ASV_1731,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,NA,NA,,,,,
ASV_1801,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,NA,NA,,,,,
ASV_2914,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,NA,NA,,,,,
ASV_867,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,NA,NA,,,,,
ASV_974,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,NA,NA,,,,,
ASV_1615,Bacteria,Acidobacteriota,Holophagae,Subgroup_7,NA,NA,,,,,
ASV_2315,Bacteria,Acidobacteriota,Holophagae,Subgroup_7,NA,NA,,,,,
ASV_1246,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_9,NA,NA,,,,,
ASV_2243,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,,,,,
ASV_2967,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,,,,,
ASV_1124,Bacteria,Desulfobacterota,Desulfuromonadia,Sva1033,NA,NA,,,,,
ASV_1627,Bacteria,Desulfobacterota,Desulfuromonadia,Sva1033,NA,NA,,,,,
ASV_1805,Bacteria,Desulfobacterota,Desulfuromonadia,Sva1033,NA,NA,,,,,
ASV_200,Bacteria,Desulfobacterota,Desulfuromonadia,Sva1033,NA,NA,,,,,
ASV_2558,Bacteria,Desulfobacterota,Desulfuromonadia,Sva1033,NA,NA,,,,,
ASV_288,Bacteria,Desulfobacterota,Desulfuromonadia,Sva1033,NA,NA,,,,,
ASV_2349,Bacteria,Proteobacteria,Gammaproteobacteria,SZB50,NA,NA,,,,,
ASV_453,Bacteria,Proteobacteria,Gammaproteobacteria,Tenderiales,Tenderiaceae,Candidatus_Tenderia,,,,,
ASV_1098,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,NA,,,,,
ASV_1493,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,NA,,,,,
ASV_1573,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,NA,,,,,
ASV_2025,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,NA,,,,,
ASV_2158,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,NA,,,,,
ASV_2542,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,NA,,,,,
ASV_2611,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,NA,,,,,
ASV_2614,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,NA,,,,,
ASV_2705,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Tepidisphaera,,,,,
ASV_3149,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,NA,,,,,
ASV_824,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,NA,,,,,
ASV_2655,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,NA,NA,,,,,
ASV_1153,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_23,,,,,
ASV_1249,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_23,,,,,
ASV_1321,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,,,,,
ASV_1648,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_23,,,,,
ASV_2203,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_23,,,,,
ASV_2563,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,,,,,
ASV_3016,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_23,,,,,
ASV_346,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,,,,,
ASV_501,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,NA,,,,,
ASV_505,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_23,,,,,
ASV_615,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_23,,,,,
ASV_682,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,,,,,
ASV_849,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_23,,,,,
ASV_908,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,,,,,
ASV_2710,Bacteria,Chloroflexi,Chloroflexia,Thermobaculales,Thermobaculaceae,Thermobaculum,,,,,
ASV_2514,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,AKYG1722,NA,,,,,
ASV_2521,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,,,,,
ASV_2612,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,AKYG1722,NA,,,,,
ASV_1882,Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Acaryochloridaceae,Acaryochloris_MBIC11017,,,,,
ASV_1018,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,NA,#N/A,,,,
ASV_108,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,NA,#N/A,,,,
ASV_1399,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,NA,#N/A,,,,
ASV_1460,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,NA,#N/A,,,ASV_3,   
ASV_1681,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,NA,#N/A,,,ASV_4,   
ASV_1796,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,NA,#N/A,,,ASV_5,   
ASV_1953,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,NA,#N/A,,,ASV_6,   
ASV_1967,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,NA,#N/A,,,ASV_8,   
ASV_2367,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,NA,#N/A,,,ASV_12,  
ASV_275,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,NA,ASV_275,,,ASV_13,  
ASV_325,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,NA,#N/A,,,ASV_14,  
ASV_486,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,NA,ASV_486,,,ASV_16,  
ASV_755,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,NA,#N/A,,,ASV_21,  
ASV_766,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,NA,#N/A,,,ASV_22,  
ASV_946,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,NA,#N/A,,,ASV_24,  
ASV_2358,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,endosymbionts,,,,ASV_27,  
ASV_276,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,endosymbionts,,,,ASV_28,  
ASV_3010,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Candidatus_Vesicomyosocius,,,,ASV_29,  
ASV_156,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,,,,ASV_43,  
ASV_2132,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,NA,,,,ASV_46,  
ASV_228,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,NA,,,,ASV_47,  
ASV_300,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,,,,ASV_49,  
ASV_385,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,,,,ASV_52,  
ASV_416,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,,,,ASV_53,  
ASV_580,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,NA,,,,ASV_54,  
ASV_1776,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,NA,,,,ASV_57,  
ASV_713,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,NA,,,,ASV_58,  
ASV_2673,Bacteria,Myxococcota,Polyangia,UASB-TL25,NA,NA,,,,ASV_62,  
ASV_163,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,NA,NA,,,,ASV_63,  
ASV_1962,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,NA,NA,,,,ASV_66,  
ASV_355,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,NA,NA,,,,ASV_68,  
ASV_542,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,NA,NA,,,,ASV_76,  
ASV_683,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,NA,NA,,,,ASV_77,  
ASV_935,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,NA,NA,,,,ASV_80,  
ASV_1678,Bacteria,Proteobacteria,Gammaproteobacteria,UBA4486,NA,NA,,,,ASV_82,  
ASV_11,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_86,  
ASV_114,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_94,  
ASV_1211,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Candidatus_Berkiella,,,,ASV_97,  
ASV_1233,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_98,  
ASV_1242,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_100, 
ASV_1271,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_101, 
ASV_1274,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_103, 
ASV_1283,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_112, 
ASV_139,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_114, 
ASV_1441,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Candidatus_Berkiella,,,,ASV_117, 
ASV_145,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_118, 
ASV_1524,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Marinicella,,,,ASV_124, 
ASV_1631,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_125, 
ASV_1635,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_128, 
ASV_169,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_131, 
ASV_178,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_133, 
ASV_1870,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Candidatus_Berkiella,,,,ASV_139, 
ASV_1886,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_141, 
ASV_1889,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_152, 
ASV_1890,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_160, 
ASV_191,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_164, 
ASV_1986,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_170, 
ASV_212,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_172, 
ASV_220,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_173, 
ASV_2250,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_178, 
ASV_234,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_179, 
ASV_238,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Marinicella,,,,ASV_180, 
ASV_239,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Marinicella,,,,ASV_183, 
ASV_246,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_185, 
ASV_2495,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Candidatus_Berkiella,,,,ASV_187, 
ASV_318,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_189, 
ASV_3210,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_191, 
ASV_357,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_192, 
ASV_39,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_196, 
ASV_4,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_200, 
ASV_41,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_204, 
ASV_46,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_205, 
ASV_495,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_206, 
ASV_497,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_208, 
ASV_512,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Marinicella,,,,ASV_209, 
ASV_519,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_212, 
ASV_543,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_215, 
ASV_563,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Marinicella,,,,ASV_217, 
ASV_598,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_218, 
ASV_612,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_220, 
ASV_622,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Candidatus_Berkiella,,,,ASV_224, 
ASV_623,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_228, 
ASV_634,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_229, 
ASV_712,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_233, 
ASV_739,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_234, 
ASV_852,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Candidatus_Berkiella,,,,ASV_237, 
ASV_862,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_239, 
ASV_865,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Marinicella,,,,ASV_246, 
ASV_882,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Candidatus_Berkiella,,,,ASV_257, 
ASV_928,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Marinicella,,,,ASV_261, 
ASV_950,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_262, 
ASV_971,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,NA,,,,ASV_263, 
ASV_2637,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Pelosinus,,,,ASV_269, 
ASV_101,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA,,,,ASV_271, 
ASV_1015,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA,,,,ASV_274, 
ASV_1016,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA,,,,ASV_275, 
ASV_1017,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,,,,ASV_276, 
ASV_1067,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA,,,,ASV_279, 
ASV_1069,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA,,,,ASV_280, 
ASV_1077,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Persicirhabdus,,,,ASV_288, 
ASV_1086,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA,,,,ASV_289, 
ASV_1104,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,,,,ASV_298, 
ASV_1138,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA,,,,ASV_299, 
ASV_1150,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA,,,,ASV_309, 
ASV_1174,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,NA,,,,ASV_311, 
ASV_1191,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA,,,,ASV_312, 
ASV_120,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,,,,ASV_316, 
ASV_1212,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,,,,ASV_318, 
ASV_1252,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA,,,,ASV_324, 
ASV_1262,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,,,,ASV_326, 
ASV_1305,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA,,,,ASV_332, 
ASV_1306,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA,,,,ASV_337, 
ASV_1308,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA,,,,ASV_340, 
