,Kingdom,Phylum,Class,Order,Family,Genus,,,,,
ASV_2694,Bacteria,Planctomycetota,Phycisphaerae,MSBL9,SG8-4,NA,,,,,
ASV_2901,Bacteria,Planctomycetota,Phycisphaerae,MSBL9,4572-13,NA,,,,,
ASV_2998,Bacteria,Planctomycetota,Phycisphaerae,MSBL9,SM23-30,NA,,,,,
ASV_3175,Bacteria,Planctomycetota,Phycisphaerae,MSBL9,SG8-4,NA,,,,,
ASV_3208,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Candidatus_Bacilloplasma,,,,,
ASV_1714,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,,,,,
ASV_2223,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,KD3-10,,,,,
ASV_2465,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,,,,,
ASV_2523,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,NA,,,,,
ASV_2709,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,,,,,
ASV_1013,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_1019,Bacteria,Planctomycetota,Pla3_lineage,NA,NA,NA,,,,,
ASV_1028,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,,,,,
ASV_1031,Bacteria,Schekmanbacteria,NA,NA,NA,NA,,,,,
ASV_1032,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_1034,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_1036,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_1061,Bacteria,WS2,NA,NA,NA,NA,,,,,
ASV_1062,Bacteria,Firmicutes,Clostridia,NA,NA,NA,,,,,
ASV_1065,Bacteria,Latescibacterota,NA,NA,NA,NA,,,,,
ASV_1080,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_1084,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_1101,Bacteria,Schekmanbacteria,NA,NA,NA,NA,,,,,
ASV_1108,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_1115,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,,,,,
ASV_1117,Bacteria,Latescibacterota,NA,NA,NA,NA,,,,,
ASV_1125,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_1131,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,,,,,
ASV_1135,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_1139,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_1140,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,,,,,
ASV_1141,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_1143,Bacteria,Acidobacteriota,Subgroup_22,NA,NA,NA,,,,,
ASV_1152,Bacteria,Planctomycetota,Pla4_lineage,NA,NA,NA,,,,,
ASV_1157,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_1163,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_1164,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_1166,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,,,,,
ASV_1169,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_1170,Bacteria,Cyanobacteria,Cyanobacteriia,NA,NA,NA,,,,,
ASV_1182,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_1183,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_1231,Bacteria,Latescibacterota,NA,NA,NA,NA,,,,,
ASV_1240,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_1241,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_1245,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_1247,Bacteria,Firmicutes,NA,NA,NA,NA,,,,,
ASV_1248,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_1269,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_1275,Bacteria,Patescibacteria,ABY1,NA,NA,NA,,,,,
ASV_1277,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_1288,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,,,,,
ASV_1298,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,,,,,
ASV_1299,Bacteria,Elusimicrobiota,Lineage_IIb,NA,NA,NA,,,,,
ASV_1302,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_1312,Bacteria,Latescibacterota,NA,NA,NA,NA,,,,,
ASV_1315,Bacteria,WPS-2,NA,NA,NA,NA,,,,,
ASV_1351,Bacteria,Actinobacteriota,Acidimicrobiia,NA,NA,NA,,,,,
ASV_1363,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_1368,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_1374,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_1384,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_1387,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,,,,,
ASV_1388,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_1389,Bacteria,Bacteroidota,SJA-28,NA,NA,NA,,,,,
ASV_1395,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_1401,Bacteria,Acidobacteriota,Subgroup_22,NA,NA,NA,,,,,
ASV_1423,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_1424,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_1443,Bacteria,Proteobacteria,NA,NA,NA,NA,,,,,
ASV_1471,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_1481,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_1482,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_1504,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_1507,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_1509,Bacteria,Verrucomicrobiota,NA,NA,NA,NA,,,,,
ASV_1513,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_1518,Bacteria,Acidobacteriota,Subgroup_26,NA,NA,NA,,,,,
ASV_1523,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_1540,Bacteria,Acidobacteriota,Subgroup_22,NA,NA,NA,,,,,
ASV_1542,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,,,,,
ASV_1547,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_1565,Bacteria,Gemmatimonadota,BD2-11_terrestrial_group,NA,NA,NA,,,,,
ASV_1580,Bacteria,Myxococcota,Polyangia,NA,NA,NA,,,,,
ASV_1589,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_1591,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_1604,Bacteria,Gemmatimonadota,PAUC43f_marine_benthic_group,NA,NA,NA,,,,,
ASV_1607,Bacteria,Planctomycetota,Pla3_lineage,NA,NA,NA,,,,,
ASV_1619,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,,,,,
ASV_1621,Bacteria,Bacteroidota,SJA-28,NA,NA,NA,,,,,
ASV_1625,Bacteria,Acidobacteriota,Subgroup_22,NA,NA,NA,,,,,
ASV_1628,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,,,,,
ASV_1633,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_1636,Bacteria,Acidobacteriota,Subgroup_22,NA,NA,NA,,,,,
ASV_1638,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA,,,,,
ASV_1640,Bacteria,Proteobacteria,NA,NA,NA,NA,,,,,
ASV_1643,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_1649,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_1651,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,,,,,
ASV_1652,Bacteria,Elusimicrobiota,Lineage_IIb,NA,NA,NA,,,,,
ASV_1657,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,,,,,
ASV_1672,Bacteria,Verrucomicrobiota,NA,NA,NA,NA,,,,,
ASV_1680,Bacteria,Elusimicrobiota,Lineage_IIb,NA,NA,NA,,,,,
ASV_1683,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_1684,Bacteria,Verrucomicrobiota,NA,NA,NA,NA,,,,,
ASV_1685,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_1705,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,,,,,
ASV_1711,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_1717,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_1718,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_1720,Bacteria,Desulfobacterota,NA,NA,NA,NA,,,,,
ASV_1722,Bacteria,WPS-2,NA,NA,NA,NA,,,,,
ASV_1726,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_1729,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_1736,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_1740,Bacteria,Planctomycetota,Pla3_lineage,NA,NA,NA,,,,,
ASV_1751,Bacteria,Chloroflexi,Gitt-GS-136,NA,NA,NA,,,,,
ASV_1755,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,,,,,
ASV_1773,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,,,,,
ASV_179,Bacteria,WPS-2,NA,NA,NA,NA,,,,,
ASV_1790,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_1793,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_1797,Bacteria,Sva0485,NA,NA,NA,NA,,,,,
ASV_1800,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_1833,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_1836,Bacteria,Planctomycetota,Pla4_lineage,NA,NA,NA,,,,,
ASV_1839,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_1865,Bacteria,Acidobacteriota,Subgroup_22,NA,NA,NA,,,,,
ASV_1874,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,,,,,
ASV_1898,Bacteria,Acidobacteriota,Subgroup_22,NA,NA,NA,,,,,
ASV_1905,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_1906,Bacteria,Planctomycetota,NA,NA,NA,NA,,,,,
ASV_1907,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_1931,Bacteria,Proteobacteria,NA,NA,NA,NA,,,,,
ASV_1933,Bacteria,Planctomycetota,NA,NA,NA,NA,,,,,
ASV_1934,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_1941,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,,,,,
ASV_1947,Bacteria,Planctomycetota,NA,NA,NA,NA,,,,,
ASV_1948,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_1949,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_1957,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_1960,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_1965,Bacteria,Bacteroidota,SJA-28,NA,NA,NA,,,,,
ASV_1966,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_198,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_1993,Bacteria,Firmicutes,Bacilli,NA,NA,NA,,,,,
ASV_1998,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_1999,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,,,,,
ASV_2002,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_2020,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_2021,Bacteria,Latescibacterota,NA,NA,NA,NA,,,,,
ASV_2022,Bacteria,Chloroflexi,JG30-KF-CM66,NA,NA,NA,,,,,
ASV_2027,Bacteria,Chloroflexi,NA,NA,NA,NA,,,,,
ASV_204,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_2048,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_2049,Bacteria,Nitrospirota,Thermodesulfovibrionia,NA,NA,NA,,,,,
ASV_2050,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_2056,Bacteria,Latescibacterota,NA,NA,NA,NA,,,,,
ASV_2058,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_2079,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_2080,Bacteria,Latescibacterota,NA,NA,NA,NA,,,,,
ASV_2102,Bacteria,Desulfobacterota,NA,NA,NA,NA,,,,,
ASV_2104,Bacteria,Proteobacteria,NA,NA,NA,NA,,,,,
ASV_2112,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_2116,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,,,,,
ASV_2118,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_2124,Bacteria,Acidobacteriota,Subgroup_26,NA,NA,NA,,,,,
ASV_2127,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_2140,Bacteria,Acidobacteriota,Subgroup_26,NA,NA,NA,,,,,
ASV_215,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_2150,Bacteria,Desulfobacterota,NA,NA,NA,NA,,,,,
ASV_2171,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,,,,,
ASV_2177,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_2178,Bacteria,Gemmatimonadota,PAUC43f_marine_benthic_group,NA,NA,NA,,,,,
ASV_2185,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_2188,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_2191,Bacteria,Planctomycetota,028H05-P-BN-P5,NA,NA,NA,,,,,
ASV_2192,Bacteria,Desulfobacterota,NA,NA,NA,NA,,,,,
ASV_2193,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,,,,,
ASV_2197,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,,,,,
ASV_22,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_2218,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_2219,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_2220,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_2222,Bacteria,Proteobacteria,NA,NA,NA,NA,,,,,
ASV_2252,Bacteria,Proteobacteria,NA,NA,NA,NA,,,,,
ASV_2255,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,,,,,
ASV_2263,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_2267,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_2271,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_2272,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_2277,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_2283,Bacteria,Latescibacterota,NA,NA,NA,NA,,,,,
ASV_2298,Bacteria,Zixibacteria,NA,NA,NA,NA,,,,,
ASV_2299,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_2321,Bacteria,Acidobacteriota,Subgroup_22,NA,NA,NA,,,,,
ASV_2328,Bacteria,Patescibacteria,Gracilibacteria,NA,NA,NA,,,,,
ASV_2330,Bacteria,Planctomycetota,Pla3_lineage,NA,NA,NA,,,,,
ASV_2333,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_2334,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_2342,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_2361,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_2364,Bacteria,Planctomycetota,Pla4_lineage,NA,NA,NA,,,,,
ASV_2384,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_2385,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_2386,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_2390,Bacteria,Nitrospinota,P9X2b3D02,NA,NA,NA,,,,,
ASV_2393,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,,,,,
ASV_2397,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_2402,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_2405,Bacteria,Planctomycetota,Pla3_lineage,NA,NA,NA,,,,,
ASV_2406,Bacteria,Zixibacteria,NA,NA,NA,NA,,,,,
ASV_2413,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_2416,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_2418,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_2427,Bacteria,Cyanobacteria,Cyanobacteriia,NA,NA,NA,,,,,
ASV_2455,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_2456,Bacteria,Zixibacteria,NA,NA,NA,NA,,,,,
ASV_2459,Bacteria,Desulfobacterota,NA,NA,NA,NA,,,,,
ASV_2478,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,,,,,
ASV_2496,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_2507,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_2510,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_2517,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_2550,Bacteria,DTB120,NA,NA,NA,NA,,,,,
ASV_2551,Bacteria,MBNT15,NA,NA,NA,NA,,,,,
ASV_2556,Bacteria,Schekmanbacteria,NA,NA,NA,NA,,,,,
ASV_2566,Bacteria,Planctomycetota,BD7-11,NA,NA,NA,,,,,
ASV_2569,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_2571,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_2573,Bacteria,Acidobacteriota,Subgroup_22,NA,NA,NA,,,,,
ASV_2585,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_2586,Bacteria,Actinobacteriota,NA,NA,NA,NA,,,,,
ASV_2590,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,,,,,
ASV_2591,Bacteria,Planctomycetota,NA,NA,NA,NA,,,,,
ASV_2599,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_2610,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_2619,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_2644,Bacteria,Acidobacteriota,Subgroup_22,NA,NA,NA,,,,,
ASV_2645,Bacteria,Proteobacteria,NA,NA,NA,NA,,,,,
ASV_2647,Bacteria,Acidobacteriota,AT-s3-28,NA,NA,NA,,,,,
ASV_2652,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_2659,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,,,,,
ASV_2660,Bacteria,Actinobacteriota,NA,NA,NA,NA,,,,,
ASV_2661,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_2662,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,,,,,
ASV_2664,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_2670,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_2681,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_2685,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_2689,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,,,,,
ASV_2695,Bacteria,Proteobacteria,NA,NA,NA,NA,,,,,
ASV_2696,Bacteria,Planctomycetota,Pla3_lineage,NA,NA,NA,,,,,
ASV_2698,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_2700,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_2703,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,,,,,
ASV_2743,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_2747,Bacteria,DTB120,NA,NA,NA,NA,,,,,
ASV_2748,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_2749,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,,,,,
ASV_2755,Bacteria,Planctomycetota,Pla3_lineage,NA,NA,NA,,,,,
ASV_2765,Bacteria,Zixibacteria,NA,NA,NA,NA,,,,,
ASV_2768,Bacteria,Planctomycetota,NA,NA,NA,NA,,,,,
ASV_2781,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_2782,Bacteria,Planctomycetota,BD7-11,NA,NA,NA,,,,,
ASV_2796,Bacteria,Proteobacteria,NA,NA,NA,NA,,,,,
ASV_2797,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_2802,Bacteria,Firmicutes,NA,NA,NA,NA,,,,,
ASV_2808,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,,,,,
ASV_2811,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,,,,,
ASV_2821,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,,,,,
ASV_2824,Bacteria,Patescibacteria,Gracilibacteria,NA,NA,NA,,,,,
ASV_2840,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_2843,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,,,,,
ASV_2852,Bacteria,Latescibacterota,NA,NA,NA,NA,,,,,
ASV_2853,Bacteria,Patescibacteria,ABY1,NA,NA,NA,,,,,
ASV_2857,Bacteria,Proteobacteria,NA,NA,NA,NA,,,,,
ASV_2858,Bacteria,Proteobacteria,NA,NA,NA,NA,,,,,
ASV_2862,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_2867,Bacteria,WS2,NA,NA,NA,NA,,,,,
ASV_2874,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_2876,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_2886,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_2891,Bacteria,Acidobacteriota,Subgroup_22,NA,NA,NA,,,,,
ASV_2892,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_2896,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_2900,Archaea,Asgardarchaeota,Lokiarchaeia,NA,NA,NA,,,,,
ASV_2903,Bacteria,Planctomycetota,NA,NA,NA,NA,,,,,
ASV_2906,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,,,,,
ASV_2907,Bacteria,Zixibacteria,NA,NA,NA,NA,,,,,
ASV_2920,Bacteria,Latescibacterota,NA,NA,NA,NA,,,,,
ASV_2946,Bacteria,Nitrospirota,Thermodesulfovibrionia,NA,NA,NA,,,,,
ASV_2948,Bacteria,Gemmatimonadota,BD2-11_terrestrial_group,NA,NA,NA,,,,,
ASV_2952,Bacteria,Chloroflexi,TK17,NA,NA,NA,,,,,
ASV_2956,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,,,,,
ASV_2965,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_2968,Bacteria,Acidobacteriota,Subgroup_22,NA,NA,NA,,,,,
ASV_2975,Bacteria,Verrucomicrobiota,NA,NA,NA,NA,,,,,
ASV_2977,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,,,,,
ASV_2983,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_2989,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,,,,,
ASV_299,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_2992,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_2993,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_3006,Bacteria,Proteobacteria,NA,NA,NA,NA,,,,,
ASV_3013,Bacteria,Sva0485,NA,NA,NA,NA,,,,,
ASV_3017,Bacteria,Sva0485,NA,NA,NA,NA,,,,,
ASV_3018,Bacteria,Desulfobacterota,NA,NA,NA,NA,,,,,
ASV_3026,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_3027,Bacteria,Myxococcota,NA,NA,NA,NA,,,,,
ASV_3029,Bacteria,Chloroflexi,NA,NA,NA,NA,,,,,
ASV_3030,Bacteria,Proteobacteria,NA,NA,NA,NA,,,,,
ASV_3032,Bacteria,Armatimonadota,NA,NA,NA,NA,,,,,
ASV_3037,Bacteria,Elusimicrobiota,Lineage_IIa,NA,NA,NA,,,,,
ASV_3038,Bacteria,Chloroflexi,P2-11E,NA,NA,NA,,,,,
ASV_3055,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,,,,,
ASV_3063,Bacteria,Patescibacteria,Berkelbacteria,NA,NA,NA,,,,,
ASV_3067,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,,,,,
ASV_3068,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,,,,,
ASV_3069,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_3070,Bacteria,Myxococcota,Polyangia,NA,NA,NA,,,,,
ASV_3074,Bacteria,Actinobacteriota,Acidimicrobiia,NA,NA,NA,,,,,
ASV_3076,Bacteria,Planctomycetota,NA,NA,NA,NA,,,,,
ASV_3078,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_3086,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,,,,,
ASV_3093,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_3096,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_3097,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_3098,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,,,,,
ASV_3099,Bacteria,Bacteroidota,NA,NA,NA,NA,,,,,
ASV_3103,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
